,url,label
0,https://upload.wikimedia.org/wikipedia/commons/6/6c/YR_Fossils_after_the_Storm_%2822039098589%29.jpg,0
1,https://upload.wikimedia.org/wikipedia/commons/4/48/YR_An_Altered_Marsh_March_%2825882209990%29.jpg,0
2,https://upload.wikimedia.org/wikipedia/commons/9/98/Steph_and_Brad_paddling_demo_%287165832382%29.jpg,0
3,https://upload.wikimedia.org/wikipedia/commons/8/88/A_path_of_color_%286350070483%29.jpg,0
4,https://upload.wikimedia.org/wikipedia/commons/e/e0/YR_IMG_2937_%289596787579%29.jpg,0
5,https://upload.wikimedia.org/wikipedia/commons/2/2d/Three_men_at_York_River_State_Park_2.jpg,0
6,https://upload.wikimedia.org/wikipedia/commons/0/0f/YR_Scared_Eagle_Island_Paddle_%2819183474474%29.jpg,0
7,https://upload.wikimedia.org/wikipedia/commons/c/cb/Learning_about_the_Estuary_%288000314273%29.jpg,0
8,https://upload.wikimedia.org/wikipedia/commons/6/6d/YR_York_River_State_Park_%2825422574915%29.jpg,0
9,https://upload.wikimedia.org/wikipedia/commons/2/2f/YR_Fossil_Beach_After_the_Hurricane_-_Mycena_haematopus_%2821784713978%29.jpg,0
10,https://upload.wikimedia.org/wikipedia/commons/f/fe/YR_Recess_at_Virginia_State_Parks_1200x633_%2816297397410%29.jpg,0
11,https://upload.wikimedia.org/wikipedia/commons/5/5b/Providence_Classical_Hikers_and_Canoeist_%286286675222%29.jpg,0
12,https://upload.wikimedia.org/wikipedia/commons/b/b5/Caleb_helping_with_a_tie-dye_shirt_%287726087946%29.jpg,0
13,https://upload.wikimedia.org/wikipedia/commons/9/94/YR_Three_Rivers_Three_%2816319044805%29.jpg,0
14,https://upload.wikimedia.org/wikipedia/commons/6/68/YR_IMG_0283_%289569004283%29.jpg,0
15,https://upload.wikimedia.org/wikipedia/commons/f/f2/Archaeologist_Jerry_Traver_with_the_Jr._Rangers_%286046011340%29.jpg,0
16,https://upload.wikimedia.org/wikipedia/commons/f/f1/YR_IMG_0750_%2818061206383%29.jpg,0
17,https://upload.wikimedia.org/wikipedia/commons/2/2d/YR_New_Year%27s_on_the_York_%2823742312759%29.jpg,0
18,https://upload.wikimedia.org/wikipedia/commons/9/93/YR_Estuaries_Day_2015_%2820661394830%29.jpg,0
19,https://upload.wikimedia.org/wikipedia/commons/3/38/YR_Junior_Rangers_%2814695933466%29.jpg,0
20,https://upload.wikimedia.org/wikipedia/commons/0/0e/YR_Awesome_Osprey_%2826049195395%29.jpg,0
21,https://upload.wikimedia.org/wikipedia/commons/f/fe/YR-YCC_brush_removal_%285933938995%29_%282%29.jpg,0
22,https://upload.wikimedia.org/wikipedia/commons/1/1d/York_River_-_Taskinas_Creek_%288169427362%29_%282%29.jpg,0
23,https://upload.wikimedia.org/wikipedia/commons/e/e9/YR_A_Great_Turn-Out_%2811709532263%29.jpg,0
24,https://upload.wikimedia.org/wikipedia/commons/c/c4/York_River_-_Taskinas_Creek_%288169379661%29_%282%29.jpg,0
25,https://upload.wikimedia.org/wikipedia/commons/8/8b/YR_Jingle_Bark_in_the_Park_%2823379751409%29.jpg,0
26,https://upload.wikimedia.org/wikipedia/commons/e/ee/YR_Fall_Fossil_Field_Trip_%2822186454363%29.jpg,0
27,https://upload.wikimedia.org/wikipedia/commons/6/6d/Got_one_%286022079841%29.jpg,0
28,https://upload.wikimedia.org/wikipedia/commons/b/b4/YR_Fossils_in_Summer_School_%2820467937871%29.jpg,0
29,https://upload.wikimedia.org/wikipedia/commons/6/6c/Tired_%286200689471%29.jpg,0
30,https://upload.wikimedia.org/wikipedia/commons/6/60/YR_Chesapeake_Bay_Governor%27s_School_Seining_%2814822428196%29.jpg,0
31,https://upload.wikimedia.org/wikipedia/commons/6/62/YR_Taskinas_Trekkers_%2824562632420%29.jpg,0
32,https://upload.wikimedia.org/wikipedia/commons/8/82/YR_IMG_2933_%289599596978%29.jpg,0
33,https://upload.wikimedia.org/wikipedia/commons/5/50/YR-YCC_Seine_netting_on_the_river_%285934619068%29_%282%29.jpg,0
34,https://upload.wikimedia.org/wikipedia/commons/f/f2/Life_of_a_river_native_%289598502289%29.jpg,0
35,https://upload.wikimedia.org/wikipedia/commons/d/d6/Photographers_and_equipment_%285571329739%29.jpg,0
36,https://upload.wikimedia.org/wikipedia/commons/c/c9/YR_Hiking_with_a_few_friends_%2816045239627%29.jpg,0
37,https://upload.wikimedia.org/wikipedia/commons/1/17/YR_IMG_0291_%289568996001%29.jpg,0
38,https://upload.wikimedia.org/wikipedia/commons/7/70/It_will_not_bite_%289662204247%29.jpg,0
39,https://upload.wikimedia.org/wikipedia/commons/1/1f/Getting_inspiration_%286280481054%29.jpg,0
40,https://upload.wikimedia.org/wikipedia/commons/5/5d/Photographer_on_Taskinas_Creek_%286789933169%29.jpg,0
41,https://upload.wikimedia.org/wikipedia/commons/c/cb/Students_Helping_Out_Williamsburg_%28SHOW%29_at_York_River_%286077492980%29.jpg,0
42,https://upload.wikimedia.org/wikipedia/commons/d/de/YR_Final_Spring_Break_Fossil_Hike_%2825708099953%29.jpg,0
43,https://upload.wikimedia.org/wikipedia/commons/2/28/York_River_-_Taskinas_Creek_%288169482112%29_%282%29.jpg,0
44,https://upload.wikimedia.org/wikipedia/commons/c/cb/Caleb_giving_boot_camp_directions_%287551102868%29.jpg,0
45,https://upload.wikimedia.org/wikipedia/commons/a/ab/YR_IMG_0253_%289571821580%29.jpg,0
46,https://upload.wikimedia.org/wikipedia/commons/2/25/YR_VIMS_Chesapeake_Champions_%2818532578483%29.jpg,0
