,0,1,2
243,32434,https://upload.wikimedia.org/wikipedia/commons/c/c7/The_Falls_April_-_panoramio.jpg,28
593,32784,https://upload.wikimedia.org/wikipedia/commons/5/56/Niagra_Falls_-_Waterfalls_%289855627685%29_%282%29.jpg,28
467,32658,https://upload.wikimedia.org/wikipedia/commons/4/40/Niagara_Falls_water_extrem.JPG,28
1242,33433,https://upload.wikimedia.org/wikipedia/commons/3/35/Niagara_Falls_-_panoramio_%2852%29.jpg,28
860,33051,https://upload.wikimedia.org/wikipedia/commons/9/92/NiagaraFallsPanorama_fromSheraton.jpg,28
503,32694,https://upload.wikimedia.org/wikipedia/commons/f/ff/White_Water_Walk%2C_Niagara_Falls_-_panoramio.jpg,28
295,32486,https://upload.wikimedia.org/wikipedia/commons/1/1b/Scum_on_the_Niagara_River_%2827794758542%29.jpg,28
200,32391,https://upload.wikimedia.org/wikipedia/commons/b/b5/From_the_top_of_the_American_side_-_panoramio.jpg,28
298,32489,https://upload.wikimedia.org/wikipedia/commons/b/b7/Now_you_see_why_they_sometimes_call_it_the_horse_shoe_falls_%2827896077725%29.jpg,28
418,32609,https://upload.wikimedia.org/wikipedia/commons/a/a9/%E1%83%9C%E1%83%98%E1%83%90%E1%83%92%E1%83%90%E1%83%A0%E1%83%90_9.jpg,28
74,32265,https://upload.wikimedia.org/wikipedia/commons/7/7f/%E1%83%9C%E1%83%98%E1%83%90%E1%83%92%E1%83%90%E1%83%A0%E1%83%90_27.jpg,28
1272,33463,https://upload.wikimedia.org/wikipedia/commons/a/a9/American_and_Canadian_Falls_%287219527750%29.jpg,28
981,33172,https://upload.wikimedia.org/wikipedia/commons/e/ed/Niagara_Falls%2C_U.S._side_-_panoramio.jpg,28
71,32262,https://upload.wikimedia.org/wikipedia/commons/6/62/Niagara_Falls_-_panoramio_%2863%29.jpg,28
1020,33211,https://upload.wikimedia.org/wikipedia/commons/0/04/Rocky_Raccoon_-_panoramio.jpg,28
482,32673,https://upload.wikimedia.org/wikipedia/commons/0/04/Niagara_Falls_hdr_01.jpg,28
237,32428,https://upload.wikimedia.org/wikipedia/commons/d/db/%E1%83%9C%E1%83%98%E1%83%90%E1%83%92%E1%83%90%E1%83%A0%E1%83%90_5.jpg,28
150,32341,https://upload.wikimedia.org/wikipedia/commons/7/7e/Niagara_Falls_-_panoramio_%2830%29.jpg,28
142,32333,https://upload.wikimedia.org/wikipedia/commons/d/db/Niagara_River_-_Niagara_Falls_ON_%287716899046%29.jpg,28
156,32347,https://upload.wikimedia.org/wikipedia/commons/f/f1/The_virulent_Canadian_side_%2827283392843%29.jpg,28
632,32823,https://upload.wikimedia.org/wikipedia/commons/d/df/Niagara_Falls_August%2C_2017_%2855%29.jpg,28
653,32844,https://upload.wikimedia.org/wikipedia/commons/e/e4/Niagarako_itsasontzia_ur-jauzipean_-_panoramio.jpg,28
405,32596,https://upload.wikimedia.org/wikipedia/commons/4/40/The_Calm_Before_the_Storm.jpg,28
311,32502,https://upload.wikimedia.org/wikipedia/commons/f/fb/Maid_of_the_Mist_Niagara_-_panoramio.jpg,28
477,32668,https://upload.wikimedia.org/wikipedia/commons/b/bb/Niagra_Falls_-_Waterfalls_%289855269814%29_%282%29.jpg,28
714,32905,https://upload.wikimedia.org/wikipedia/commons/3/3a/Somewhere_Over_The_Rainbow_-_panoramio.jpg,28
924,33115,https://upload.wikimedia.org/wikipedia/commons/3/3a/Niagara_Falls_Canada_-_panoramio_-_Chanilim714.jpg,28
787,32978,https://upload.wikimedia.org/wikipedia/commons/e/e1/Niagra_Falls_-_Waterfalls_%289855059165%29_%282%29.jpg,28
678,32869,https://upload.wikimedia.org/wikipedia/commons/6/6a/Niagra_Falls_-_Waterfalls_%289855699126%29_%282%29.jpg,28
997,33188,https://upload.wikimedia.org/wikipedia/commons/c/c5/Niagra_Falls_-_Waterfalls_%289855321554%29_%282%29.jpg,28
635,32826,https://upload.wikimedia.org/wikipedia/commons/6/6c/Turning_around%2C_I_noticed_a_rainbow_forming%21_%2827794727362%29.jpg,28
491,32682,https://upload.wikimedia.org/wikipedia/commons/c/cc/The_Hornblower_boat_at_the_Niagara_Falls-_Canada_%2827468126463%29.jpg,28
325,32516,https://upload.wikimedia.org/wikipedia/commons/7/78/I_retreated_to_the_inside_cabin_%2827860902286%29.jpg,28
420,32611,https://upload.wikimedia.org/wikipedia/commons/3/34/Niagra_Falls_-_Waterfalls_%289856010683%29_%282%29.jpg,28
472,32663,https://upload.wikimedia.org/wikipedia/commons/f/f6/Niagara_River_-_Niagara_Falls_ON_%287716835204%29.jpg,28
866,33057,https://upload.wikimedia.org/wikipedia/commons/e/e2/Niagara_Falls_Blues_Festival_-_panoramio.jpg,28
950,33141,https://upload.wikimedia.org/wikipedia/commons/b/ba/Morning_over_the_American_Falls_%287921390028%29.jpg,28
819,33010,https://upload.wikimedia.org/wikipedia/commons/1/1f/Niagara_Falls_-_panoramio_%2826%29.jpg,28
303,32494,https://upload.wikimedia.org/wikipedia/commons/e/e8/Niagra_Falls_-_Waterfalls_%289855101266%29_%282%29.jpg,28
