,0,1,2
444,22516,https://upload.wikimedia.org/wikipedia/commons/b/b7/Garganta_diab%C3%B3lica.jpg,18
502,22574,https://upload.wikimedia.org/wikipedia/commons/1/1e/Obese_Coati_%28138725361%29.jpeg,18
436,22508,https://upload.wikimedia.org/wikipedia/commons/e/e9/Cataratas_do_Igua%C3%A7u_-_panoramio_%2871%29.jpg,18
374,22446,https://upload.wikimedia.org/wikipedia/commons/8/85/Brilliant_Feather_%28138725355%29.jpeg,18
120,22192,https://upload.wikimedia.org/wikipedia/commons/1/16/Cataratas_do_Igua%C3%A7u_-_Parque_Nacional_do_Igua%C3%A7u_-_panoramio_%2836%29.jpg,18
592,22664,https://upload.wikimedia.org/wikipedia/commons/a/a1/Cataratas_do_Igua%C3%A7u_-_panoramio_%2825%29.jpg,18
558,22630,https://upload.wikimedia.org/wikipedia/commons/c/cd/Vodop%C3%A1dy_Iguaz%C3%BA_-_argentinsk%C3%A1_%C4%8D%C3%A1st_-_panoramio.jpg,18
254,22326,https://upload.wikimedia.org/wikipedia/commons/e/e8/CASCADA_CON_IRIS_-_panoramio.jpg,18
389,22461,https://upload.wikimedia.org/wikipedia/commons/b/b7/Iguassu_Falls%2C_Brazil-Argentina_-_%2824724492812%29.jpg,18
279,22351,https://upload.wikimedia.org/wikipedia/commons/9/98/When_the_stream_was_ripe.jpg,18
228,22300,https://upload.wikimedia.org/wikipedia/commons/d/d8/Cataratas_do_Igua%C3%A7u_-_panoramio_%289%29.jpg,18
130,22202,https://upload.wikimedia.org/wikipedia/commons/5/5d/Iguazu_-_Iguacu_-_Floriano_falls_%2834280890645%29.jpg,18
468,22540,https://upload.wikimedia.org/wikipedia/commons/f/fd/Parque_Nacional_do_Igua%C3%A7u-_Cataratas_10.jpg,18
362,22434,https://upload.wikimedia.org/wikipedia/commons/f/ff/Beauties_of_the_National_Park_of_Igua%C3%A7u_-_WaterFalls.jpg,18
46,22118,https://upload.wikimedia.org/wikipedia/commons/1/14/Foz_do_Igua%C3%A7u_Cataratas_06.jpg,18
