,0,1,2
1424,28435,https://upload.wikimedia.org/wikipedia/commons/d/db/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9F%D0%BE%D0%BB%D0%B8%D1%86%D1%96_%28%D1%96%D0%BD%D1%82%D0%B5%D1%80%27%D1%94%D1%80%29_%D0%9A%D0%B0%D0%BC%D1%96%D0%BD%D1%8C-%D0%9A%D0%B0%D1%88%D0%B8%D1%80%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%92%D0%BE%D0%BB%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
777,27788,https://upload.wikimedia.org/wikipedia/commons/0/06/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9A%D0%B0%D0%B4%D0%B8%D1%97%D0%B2%D1%86%D1%96.JPG,24
1426,28437,https://upload.wikimedia.org/wikipedia/commons/2/2b/Museum_Of_Folk_Architecture_And_Folkways_Of_Ukrain_%28234178713%29.jpeg,24
347,27358,https://upload.wikimedia.org/wikipedia/commons/4/4d/%D0%A1%D0%B0%D0%B6_%D0%B7_%D0%BC%D1%96%D1%81%D1%82%D0%B0_%D0%97%D1%96%D0%BD%D1%8C%D0%BA%D1%96%D0%B2.JPG,24
2192,29203,https://upload.wikimedia.org/wikipedia/commons/f/f8/%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE_2015_%2825%29.jpg,24
67,27078,https://upload.wikimedia.org/wikipedia/commons/a/a7/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A8%D0%B5%D0%BF%D1%96%D1%82_%D0%9A%D0%BE%D1%81%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE-%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96_%283%29.JPG,24
2284,29295,https://upload.wikimedia.org/wikipedia/commons/9/99/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%AF%D0%B2%D0%BE%D1%80%D1%96%D0%B2_02.jpg,24
254,27265,https://upload.wikimedia.org/wikipedia/commons/5/55/P1170139-1.JPG,24
1517,28528,https://upload.wikimedia.org/wikipedia/commons/a/af/%D0%92%D1%96%D1%82%D1%80%D1%8F%D0%BA_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9B%D1%8E%D1%82%D0%B5%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%91%D1%83%D0%B4%D0%B8%D1%89%D0%B0_%D0%97%D1%96%D0%BD%D1%8C%D0%BA%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%9F%D0%BE%D0%BB%D1%82%D0%B0%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96_%D0%9A%D0%B8%D1%97%D0%B2_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2.JPG,24
1849,28860,https://upload.wikimedia.org/wikipedia/commons/6/62/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9D%D0%B5%D1%89%D0%B5%D1%80%D0%B5%D1%82%D0%BE%D0%B2%D0%B5_%D0%91%D1%96%D0%BB%D0%BE%D0%BA%D1%83%D1%80%D0%B0%D0%BA%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%9B%D1%83%D0%B3%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
647,27658,https://upload.wikimedia.org/wikipedia/commons/b/b5/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%92%D1%96%D1%82%D1%80%D1%8F%D0%BA_%D1%96%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A1%D0%BA%D0%B0%D1%80%D0%B3%D1%96%D0%B2%D0%BA%D0%B0_%D0%9A%D1%80%D0%B5%D0%BC%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%9B%D1%83%D0%B3%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
718,27729,https://upload.wikimedia.org/wikipedia/commons/c/c7/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%AF%D1%81%D0%BD%D0%BE%D0%B7%D1%96%D1%80%27%D1%8F_11.JPG,24
2323,29334,https://upload.wikimedia.org/wikipedia/commons/b/bf/%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9C%D0%BE%D1%80%D0%B8%D0%BD%D1%86%D1%96_80-361-0975.jpg,24
98,27109,https://upload.wikimedia.org/wikipedia/commons/0/0f/%D0%9E%D0%BA%D1%80%D1%83%D0%B6%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B2%D1%96%D1%80_%D1%96%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%27%D1%97_80-361-1021_3.jpg,24
1379,28390,https://upload.wikimedia.org/wikipedia/commons/4/42/%D0%97%D0%B0%D0%BB%D1%8E%D1%82%D1%82%D1%8F_01.jpg,24
443,27454,https://upload.wikimedia.org/wikipedia/commons/5/59/%D0%91%D0%B0%D0%BD%D1%8F_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D1%96%D0%B2%D0%BA%D0%B0.jpg,24
611,27622,https://upload.wikimedia.org/wikipedia/commons/8/8b/%D0%9A%D0%BB%D1%83%D0%BD%D1%8F_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9A%D0%B0%D1%80%D0%B0%D1%86%D1%8E%D0%B1%D0%B8%D0%BD%D0%B5_02.jpg,24
2002,29013,https://upload.wikimedia.org/wikipedia/commons/d/d9/Pyrohiv-museii-21.JPG,24
259,27270,https://upload.wikimedia.org/wikipedia/commons/3/3d/P1170127-1.JPG,24
1435,28446,https://upload.wikimedia.org/wikipedia/commons/b/b2/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9D%D0%BE%D0%B2%D0%BE%D0%BE%D1%85%D1%82%D0%B8%D1%80%D0%BA%D0%B0_%D0%9D%D0%BE%D0%B2%D0%BE%D0%B0%D0%B9%D0%B4%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%9B%D1%83%D0%B3%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
1086,28097,https://upload.wikimedia.org/wikipedia/commons/7/71/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%A8%D0%BE%D0%BF%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%AF%D1%81%D0%B5%D0%BD%D1%8C_%D0%A0%D0%BE%D0%B6%D0%BD%D1%8F%D1%82%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE-%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
1104,28115,https://upload.wikimedia.org/wikipedia/commons/f/fc/%D0%A8%D0%BF%D0%B8%D1%85%D0%BB%D1%96%D1%80_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%97%D0%B0%D0%B1%D1%80%D0%BE%D0%B4%D0%B8.JPG,24
1194,28205,https://upload.wikimedia.org/wikipedia/commons/0/0b/%D0%A1%D0%B0%D0%B4%D0%B8%D0%B1%D0%B0_%D0%B7%D1%96_%D0%A1%D1%85%D1%96%D0%B4%D0%BD%D0%BE%D1%97_%D0%91%D0%BE%D0%B9%D0%BA%D1%96%D0%B2%D1%89%D0%B8%D0%BD%D0%B8_01.JPG,24
1333,28344,https://upload.wikimedia.org/wikipedia/commons/9/9d/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%91%D0%B5%D1%85%D0%B8_80-361-1016_1.jpg,24
839,27850,https://upload.wikimedia.org/wikipedia/commons/b/b0/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D0%B5_%D0%97%D0%B2%D0%B5%D0%BD%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%A7%D0%B5%D1%80%D0%BA%D0%B0%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96_%D0%9A%D0%B8%D1%97%D0%B2_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2.JPG,24
1339,28350,https://upload.wikimedia.org/wikipedia/commons/8/80/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D1%97%D0%B2%D0%BA%D0%B0_%D0%91%D1%96%D0%BB%D0%BE%D0%BA%D1%83%D1%80%D0%B0%D0%BA%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%9B%D1%83%D0%B3%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
1261,28272,https://upload.wikimedia.org/wikipedia/commons/1/12/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D0%B5_80-361-0967.jpg,24
698,27709,https://upload.wikimedia.org/wikipedia/commons/7/7e/%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%D0%A5%D0%B0%D1%82%D0%B0%D0%9F%D0%BE%D0%BF%D1%96%D0%B2%D0%BA%D0%B0F.jpg,24
541,27552,https://upload.wikimedia.org/wikipedia/commons/8/8c/%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9C%D0%B0%D0%BB%D0%B0_%D0%9A%D0%B0%D1%80%D0%B0%D1%82%D1%83%D0%BB%D1%8C_02.jpg,24
123,27134,https://upload.wikimedia.org/wikipedia/commons/c/cb/%D0%A2%D0%BE%D0%BA_%28%D0%BA%D0%BB%D1%83%D0%BD%D1%8F%29_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%B5%D0%BD%D0%BA%D0%B0_80-361-1169_1.jpg,24
2039,29050,https://upload.wikimedia.org/wikipedia/commons/5/5f/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A8%D0%B5%D0%BF%D1%96%D1%82_01.jpg,24
1144,28155,http://upload.wikimedia.org/wikipedia/commons/8/8e/Museum_of_Folk_Architecture_and_Ethnography_in_Pyrohiv_-_old_wooden_building_-_2410-1.jpg,24
900,27911,https://upload.wikimedia.org/wikipedia/commons/b/b7/%D0%92.%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2_%D1%82%D0%B0_%D0%90.%D0%A1%D0%BA%D0%B8%D0%B1%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%B1%D1%96%D0%BB%D1%8F_%D0%BA%D0%BE%D0%BC%D0%BE%D1%80%D0%B8.JPG,24
1440,28451,https://upload.wikimedia.org/wikipedia/commons/5/5a/%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%B7_%D1%81%D0%BC%D1%82_%D0%9D%D0%BE%D0%B2%D1%96_%D0%A1%D0%B0%D0%BD%D0%B6%D0%B0%D1%80%D0%B8_01.JPG,24
2137,29148,https://upload.wikimedia.org/wikipedia/commons/f/f4/%D0%92%D1%96%D1%82%D1%80%D1%8F%D0%BA_%D1%96%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9C%D0%BE%D1%80%D0%BE%D1%87%D0%BD%D0%B5_01.JPG,24
2240,29251,https://upload.wikimedia.org/wikipedia/commons/f/f2/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9C%D1%83%D0%BB%D1%8C%D1%87%D0%B8%D1%86%D1%96_02.jpg,24
858,27869,https://upload.wikimedia.org/wikipedia/commons/5/54/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%9B%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%86%D1%8F_80-361-0997.jpg,24
415,27426,https://upload.wikimedia.org/wikipedia/commons/2/2d/%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A1%D0%B8%D0%BD%D0%B5%D0%B2%D0%B8%D1%80%D1%81%D1%8C%D0%BA%D0%B0_%D0%9F%D0%BE%D0%BB%D1%8F%D0%BD%D0%B0.JPG,24
670,27681,https://upload.wikimedia.org/wikipedia/commons/2/2e/%D0%9A%D0%B8%D1%97%D0%B2%2C_%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D1%96%D0%B2%2C_%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%B7_%D1%81%D0%B5%D0%BB%D0%B0_%D0%A1%D1%83%D1%85%D0%B8%D0%BD%D0%B8_%D0%9A%D0%BE%D1%80%D1%81%D1%83%D0%BD%D1%8C-%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D1%83_%D0%A7%D0%B5%D1%80%D0%BA%D0%B0%D1%81%D1%8C%D0%BA%D0%BE%D1%97_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%96.jpg,24
919,27930,https://upload.wikimedia.org/wikipedia/commons/0/09/%D0%91%D1%83%D1%85%D0%BD%D1%8F_%D0%B7_%D1%81%D0%BC%D1%82_%D0%92%D0%B5%D1%80%D1%85%D0%BE%D0%B2%D0%B8%D0%BD%D0%B0_03.JPG,24
21,27032,https://upload.wikimedia.org/wikipedia/commons/3/3d/80-361-0987_%D0%A5%D0%B0%D1%82%D0%B0_%D0%B7_%D1%81._%D0%A0%D0%B8%D0%B6%D0%B0%D0%B2%D0%BA%D0%B0._%D0%A7%D0%B5%D1%80%D0%BA%D0%B0%D1%89%D0%B8%D0%BD%D0%B0.jpg,24
942,27953,https://upload.wikimedia.org/wikipedia/commons/1/15/%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE_2015_%285%29.jpg,24
