,0,1,2
195,36974,https://upload.wikimedia.org/wikipedia/commons/a/ac/%D0%91%D1%96%D0%BB%D0%B0_%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0_%2C_%D0%B4%D0%B5%D0%BD%D0%B4%D1%80%D0%BE%D0%BF%D0%B0%D1%80%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D1%8F.jpg,34
34,36813,https://upload.wikimedia.org/wikipedia/commons/4/48/Bila_Tserkva%2C_Kyivs%27ka_oblast%2C_Ukraine_-_panoramio_%2889%29.jpg,34
300,37079,https://upload.wikimedia.org/wikipedia/commons/3/39/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0_DSC_0893.jpg,34
791,37570,https://upload.wikimedia.org/wikipedia/commons/5/5f/%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D1%8F%2C_%D0%91%D1%96%D0%BB%D0%B0_%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0_10.JPG,34
694,37473,https://upload.wikimedia.org/wikipedia/commons/2/27/%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D1%8F_-_panoramio_%2812%29.jpg,34
250,37029,https://upload.wikimedia.org/wikipedia/commons/9/98/%D0%92%D1%96%D0%B4%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_%D0%BE%D1%81%D0%B5%D0%BD%D1%96.jpg,34
571,37350,https://upload.wikimedia.org/wikipedia/commons/4/4d/Bila_Tserkva%2C_Kyivs%27ka_oblast%2C_Ukraine_-_panoramio_%2858%29.jpg,34
550,37329,https://upload.wikimedia.org/wikipedia/commons/a/ac/%D0%94%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D0%B4%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%87%D0%BD%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%C2%AB%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D1%8F%C2%BB_%D0%9D%D0%90%D0%9D_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8_05.jpg,34
44,36823,https://upload.wikimedia.org/wikipedia/commons/0/0b/Bila_Tserkva%2C_Kyivs%27ka_oblast%2C_Ukraine_-_panoramio_%2862%29.jpg,34
149,36928,https://upload.wikimedia.org/wikipedia/commons/3/32/%D0%98%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_398.jpg,34
37,36816,https://upload.wikimedia.org/wikipedia/commons/a/a2/%D0%94%D0%B5%D0%BD%D0%B4%D1%80%D0%BE%D0%BF%D0%B0%D1%80%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D1%8F%2C_%D1%80.%D0%A0%D0%BE%D1%81%D1%8C.jpg,34
127,36906,https://upload.wikimedia.org/wikipedia/commons/1/12/%D0%A4%D0%BE%D1%82%D0%BE_2.jpg,34
