,0,1,2
347,47284,https://upload.wikimedia.org/wikipedia/commons/6/6f/Khatchkars_in_Noradus_46.jpg,45
1985,48922,https://upload.wikimedia.org/wikipedia/commons/3/3f/%D5%86%D5%88%D5%90%D4%B1%D5%8F%D5%88%D5%92%D5%8D%D4%BB_%D4%BD%D4%B1%D5%89%D5%94%D4%B1%D5%90%D4%B5%D5%90_08.jpg,45
677,47614,https://upload.wikimedia.org/wikipedia/commons/f/f5/Noraduz_Cemetery%2C_Gegharkunik_Province_%2885%29.jpg,45
1825,48762,https://upload.wikimedia.org/wikipedia/commons/6/62/%D0%A4%D0%BE%D1%82%D0%BE0285.jpg,45
982,47919,https://upload.wikimedia.org/wikipedia/commons/2/2f/Noraduz_Khachkar-land_%28129%29.jpg,45
242,47179,https://upload.wikimedia.org/wikipedia/commons/8/88/Cimeti%C3%A8re_de_Noradouz_11.jpg,45
1178,48115,https://upload.wikimedia.org/wikipedia/commons/7/7d/%D4%B3%D5%A5%D6%80%D5%A5%D5%A6%D5%B4%D5%A1%D5%B6%D5%B8%D6%81._%D5%86%D5%B8%D6%80%D5%A1%D5%BF%D5%B8%D6%82%D5%BD%D5%AB_%D5%B4%D5%A5%D5%AE_%D5%A3%D5%A5%D6%80%D5%A5%D5%A6%D5%B4%D5%A1%D5%B6%D5%B8%D6%81%D5%A8_27.jpg,45
2105,49042,https://upload.wikimedia.org/wikipedia/commons/b/bb/%D5%86%D5%A1%D6%80%D5%A1%D5%BF%D5%B8%D6%82%D5%BD%D5%AB_%D5%AD%D5%A1%D5%B9%D6%84%D5%A1%D6%80%D5%A5%D6%80_27.jpg,45
88,47025,https://upload.wikimedia.org/wikipedia/commons/6/6c/Noraduz_Cemetery%2C_Gegharkunik_Province_%28439%29.jpg,45
1546,48483,https://upload.wikimedia.org/wikipedia/commons/8/87/Noradus_Cemetery_15.jpg,45
1116,48053,https://upload.wikimedia.org/wikipedia/commons/7/70/Noraduz_Cemetery%2C_Gegharkunik_Province_%28229%29.jpg,45
579,47516,https://upload.wikimedia.org/wikipedia/commons/0/02/The_Big_Cemetery_of_Noratus%2C_Armenia_41.jpg,45
679,47616,https://upload.wikimedia.org/wikipedia/commons/0/03/%D5%86%D5%B8%D6%80%D5%A1%D5%BF%D5%B8%D6%82%D5%BD%D5%AB_%D5%B4%D5%A5%D5%AE_%D5%A3%D5%A5%D6%80%D5%A5%D5%A6%D5%B4%D5%A1%D5%B6%D5%B8%D6%81%D5%A8_%28%D4%B3%D5%A5%D5%B2%D5%A1%D6%80%D6%84%D5%B8%D6%82%D5%B6%D5%AB%D6%84%29_27.jpg,45
1595,48532,https://upload.wikimedia.org/wikipedia/commons/d/de/Gravestones_of_Noradus_13.jpg,45
2025,48962,https://upload.wikimedia.org/wikipedia/commons/c/c5/Gravestones_of_Noradus_28.jpg,45
1103,48040,https://upload.wikimedia.org/wikipedia/commons/f/f1/Noraduz_Cemetery%2C_Gegharkunik_Province_%28495%29.jpg,45
1799,48736,https://upload.wikimedia.org/wikipedia/commons/7/7d/Noraduz_Cemetery%2C_Gegharkunik_Province_%28204%29.jpg,45
2144,49081,https://upload.wikimedia.org/wikipedia/commons/d/d0/Noraduz_Cemetery%2C_Gegharkunik_Province_%28434%29.jpg,45
1574,48511,https://upload.wikimedia.org/wikipedia/commons/f/f5/Noratus_Cemetery%2C_Armenia_46.jpg,45
1515,48452,https://upload.wikimedia.org/wikipedia/commons/1/1d/Gravestones_and_Khatchkars_in_Noraduz_Cemetery_23.jpg,45
1926,48863,https://upload.wikimedia.org/wikipedia/commons/9/91/%D4%BD%D5%A1%D5%B9%D6%84%D5%A1%D6%80_%D5%86%D5%B8%D6%80%D5%A1%D5%BF%D5%B8%D6%82%D5%BD%D5%B8%D6%82%D5%B4.jpg,45
1384,48321,https://upload.wikimedia.org/wikipedia/commons/5/58/Noraduz_Cemetery%2C_Gegharkunik_Province_%28478%29.jpg,45
1274,48211,https://upload.wikimedia.org/wikipedia/commons/a/aa/The_Big_Cemetery_of_Noratus_50.jpg,45
1619,48556,https://upload.wikimedia.org/wikipedia/commons/b/bd/Khatchkars_of_Noradus_11.jpg,45
1420,48357,https://upload.wikimedia.org/wikipedia/commons/1/1d/Noraduz_Cemetery%2C_Gegharkunik_Province_%28105%29.jpg,45
