,0,1,2
286,58749,https://upload.wikimedia.org/wikipedia/commons/a/ac/Beamish_Museum_2016_156.jpg,57
477,58940,https://upload.wikimedia.org/wikipedia/commons/3/38/Flint_Mill_cottages%2C_Beamish_Museum%2C_13_November_2013_%281%29.jpg,57
238,58701,https://upload.wikimedia.org/wikipedia/commons/a/a4/Entrance%2C_Beamish_Museum%2C_12_April_2008.jpg,57
363,58826,https://upload.wikimedia.org/wikipedia/commons/0/0e/Entrance_tram_stop_sign%2C_Beamish_Museum%2C_12_April_2008.jpg,57
130,58593,https://upload.wikimedia.org/wikipedia/commons/7/77/Crossley_gas_engine%2C_Regional_Resource_Centre%2C_Beamish_Museum%2C_29_July_2011.jpg,57
389,58852,https://upload.wikimedia.org/wikipedia/commons/1/1d/Beamish_Museum_Staff_Houses_-_geograph.org.uk_-_503334.jpg,57
127,58590,https://upload.wikimedia.org/wikipedia/commons/7/71/Beamish_Museum_2016_018.jpg,57
392,58855,https://upload.wikimedia.org/wikipedia/commons/0/0e/Sundial%2C_Pockerley_Old_Hall%2C_Beamish_Museum%2C_17_November_2012.jpg,57
461,58924,https://upload.wikimedia.org/wikipedia/commons/5/54/Beamish_Museum_2016_228.jpg,57
377,58840,https://upload.wikimedia.org/wikipedia/commons/9/93/Doxford_marine_engine%2C_Beamish_TWM_store%2C_12_July_2008_%2810%29.jpg,57
486,58949,https://upload.wikimedia.org/wikipedia/commons/1/1a/Beamish_Museum_2016_141.jpg,57
68,58531,https://upload.wikimedia.org/wikipedia/commons/f/fe/Beamish_Museum_2016_166.jpg,57
394,58857,https://upload.wikimedia.org/wikipedia/commons/1/1a/Bend_on_Road_-_geograph.org.uk_-_1396485.jpg,57
312,58775,https://upload.wikimedia.org/wikipedia/commons/6/68/Water_butt%2C_Town_stables%2C_Beamish_Museum%2C_17_May_2011.jpg,57
197,58660,https://upload.wikimedia.org/wikipedia/commons/a/a3/Post_box%2C_Beamish_Museum%2C_11_September_2011.jpg,57
480,58943,https://upload.wikimedia.org/wikipedia/commons/d/d1/Waiting_room%2C_Town%2C_Beamish_Museum%2C_24_January_2009.jpg,57
327,58790,https://upload.wikimedia.org/wikipedia/commons/2/21/National_Coal_Board_No._E2%2C_Regional_Resource_Centre%2C_Beamish_Museum%2C_11_September_2011.jpg,57
437,58900,https://upload.wikimedia.org/wikipedia/commons/e/e3/Beamish_The_Town_-_geograph.org.uk_-_1244467.jpg,57
