,0,1,2
481,85716,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bodensee%2C_Lac_de_Constance_-_panoramio_%28275%29.jpg,91
704,85939,https://upload.wikimedia.org/wikipedia/commons/1/1f/Church_And_Habour_-_panoramio.jpg,91
420,85655,https://upload.wikimedia.org/wikipedia/commons/8/89/Bodman_-Ludwigshafen_%28Bodensee%29_%28Bodman-Ludwigshafen_%28Bodensee%29%29_-_geo.hlipp.de_-_5698.jpg,91
197,85432,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bodensee%2C_Lac_de_Constance_-_panoramio_%28280%29.jpg,91
154,85389,http://upload.wikimedia.org/wikipedia/commons/5/57/Bodensee_Bottighofen_2005.JPG,91
405,85640,https://upload.wikimedia.org/wikipedia/commons/e/ed/Bodensee_-_Ufer_im_Nebel.JPG,91
727,85962,http://upload.wikimedia.org/wikipedia/commons/5/5c/Katamaran-Bodensee_018-3.JPG,91
555,85790,https://upload.wikimedia.org/wikipedia/commons/2/24/Konstanz_Bodensee_Germany_-_panoramio.jpg,91
84,85319,https://upload.wikimedia.org/wikipedia/commons/e/e5/Bodensee3.jpg,91
56,85291,https://upload.wikimedia.org/wikipedia/commons/b/b8/Bodensee%2C_Lac_de_Constance_-_panoramio_%28131%29.jpg,91
465,85700,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bodensee%2C_Lac_de_Constance_-_panoramio_%28241%29.jpg,91
44,85279,https://upload.wikimedia.org/wikipedia/commons/8/8f/Bodensee%2C_Lac_de_Constance_-_panoramio_%28304%29.jpg,91
759,85994,https://upload.wikimedia.org/wikipedia/commons/5/56/Bodensee%2C_Lac_de_Constance_-_panoramio_%28323%29.jpg,91
274,85509,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hagnau_-_Bodensee_-_panoramio_%282%29.jpg,91
437,85672,https://upload.wikimedia.org/wikipedia/commons/d/dd/SeeburgparkLake1.jpg,91
731,85966,https://upload.wikimedia.org/wikipedia/commons/4/4e/Mannenbach_Harbor_01.jpg,91
483,85718,https://upload.wikimedia.org/wikipedia/commons/3/3e/Bodensee%2C_Lac_de_Constance_-_panoramio_%28322%29.jpg,91
289,85524,https://upload.wikimedia.org/wikipedia/commons/7/75/15_Altnau_Hafen.jpg,91
718,85953,https://upload.wikimedia.org/wikipedia/commons/1/1f/Promenade_Insel_Lindau_6.JPG,91
435,85670,https://upload.wikimedia.org/wikipedia/commons/1/18/Bodensee%2C_Lac_de_Constance_-_panoramio_%28274%29.jpg,91
722,85957,https://upload.wikimedia.org/wikipedia/commons/0/06/Bodensee%2C_Lac_de_Constance_-_panoramio_%28344%29.jpg,91
6,85241,https://upload.wikimedia.org/wikipedia/commons/8/8c/Lightning%2C_Friedrichshafen_%28OW1A0405%29.jpg,91
275,85510,https://upload.wikimedia.org/wikipedia/commons/3/35/Bodensee%2C_Lac_de_Constance_-_panoramio_%28174%29.jpg,91
382,85617,http://upload.wikimedia.org/wikipedia/commons/f/f4/Motorschiff_F%C3%B6hr_auf_dem_Bodensee_Mai_2012.JPG,91
295,85530,https://upload.wikimedia.org/wikipedia/commons/3/30/Bodensee%2C_Lac_de_Constance_-_panoramio.jpg,91
222,85457,https://upload.wikimedia.org/wikipedia/commons/0/00/2017-05-23_Uferansichten_Bodensee_by_Olaf_Kosinsky-1.jpg,91
358,85593,https://upload.wikimedia.org/wikipedia/commons/3/3c/Bodensee%2C_Lac_de_Constance_-_panoramio_%28172%29.jpg,91
377,85612,https://upload.wikimedia.org/wikipedia/commons/a/a1/SchlifR%C3%B6hricht.JPG,91
436,85671,https://upload.wikimedia.org/wikipedia/commons/5/55/Bodensee%2C_Lac_de_Constance_-_panoramio_%28259%29.jpg,91
55,85290,https://upload.wikimedia.org/wikipedia/commons/5/50/Bodensee%2C_Lac_de_Constance_-_panoramio_%28139%29.jpg,91
250,85485,https://upload.wikimedia.org/wikipedia/commons/9/9d/Meersburg_-_panoramio_%289%29.jpg,91
573,85808,https://upload.wikimedia.org/wikipedia/commons/9/99/Bodensee%2C_Lac_de_Constance_-_panoramio_%2824%29.jpg,91
762,85997,https://upload.wikimedia.org/wikipedia/commons/0/03/Bodensee%2C_Lac_de_Constance_-_panoramio_%28223%29.jpg,91
712,85947,https://upload.wikimedia.org/wikipedia/commons/8/8b/Yachthafen_-_Hagnau_am_Bodensee_-_panoramio.jpg,91
578,85813,http://upload.wikimedia.org/wikipedia/commons/d/d7/HSG63_Kressbronn.jpg,91
639,85874,https://upload.wikimedia.org/wikipedia/commons/8/86/Bodensee%2C_Lac_de_Constance_-_panoramio_%28371%29.jpg,91
615,85850,https://upload.wikimedia.org/wikipedia/commons/8/85/Wappen_Hagnau_am_Bodensee_-_panoramio.jpg,91
425,85660,https://upload.wikimedia.org/wikipedia/commons/0/0b/Bodensee%2C_Lac_de_Constance_-_panoramio_%28144%29.jpg,91
438,85673,https://upload.wikimedia.org/wikipedia/commons/5/57/Bodensee%2C_Lac_de_Constance_-_panoramio_%28169%29.jpg,91
270,85505,https://upload.wikimedia.org/wikipedia/commons/5/52/Bodensee%2C_Lac_de_Constance_-_panoramio_%28370%29.jpg,91
258,85493,https://upload.wikimedia.org/wikipedia/commons/4/47/Hagnau_-_Strandweg_-_panoramio_%281%29.jpg,91
688,85923,https://upload.wikimedia.org/wikipedia/commons/5/5e/Bodensee%2C_Lac_de_Constance_-_panoramio_%28148%29.jpg,91
414,85649,https://upload.wikimedia.org/wikipedia/commons/5/52/P1170093_AR.jpg,91
335,85570,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bodensee%2C_Lac_de_Constance_-_panoramio_%28206%29.jpg,91
21,85256,https://upload.wikimedia.org/wikipedia/commons/5/55/Insel_Reichenau_Image1.jpg,91
494,85729,https://upload.wikimedia.org/wikipedia/commons/4/41/Wilkommen_2_-_panoramio.jpg,91
574,85809,https://upload.wikimedia.org/wikipedia/commons/6/6e/Haldenhof_-_panoramio.jpg,91
464,85699,https://upload.wikimedia.org/wikipedia/commons/1/1a/Bodensee%2C_Lac_de_Constance_-_panoramio_%28133%29.jpg,91
714,85949,https://upload.wikimedia.org/wikipedia/commons/8/86/Bodensee_mit_dunklen_Wolken.jpg,91
76,85311,https://upload.wikimedia.org/wikipedia/commons/d/d7/Bodensee_Schifffahrt_-_panoramio_%281%29.jpg,91
209,85444,https://upload.wikimedia.org/wikipedia/commons/c/c6/Bodensee%2C_Lac_de_Constance_-_panoramio_%28132%29.jpg,91
389,85624,https://upload.wikimedia.org/wikipedia/commons/5/5f/Meersburg07.jpg,91
608,85843,https://upload.wikimedia.org/wikipedia/commons/6/60/Wait_For_Summer_-_panoramio.jpg,91
126,85361,https://upload.wikimedia.org/wikipedia/commons/3/3a/Meersburg_-_panoramio_%286%29.jpg,91
429,85664,https://upload.wikimedia.org/wikipedia/commons/3/30/Vier_L%C3%A4nder_Bodensee_Region_-_panoramio.jpg,91
695,85930,https://upload.wikimedia.org/wikipedia/commons/7/7a/LakeConstance.jpg,91
18,85253,http://upload.wikimedia.org/wikipedia/commons/9/90/Kressbronn_Abendstimmung_am_See_mit_S%C3%A4ntis_413.JPG,91
269,85504,https://upload.wikimedia.org/wikipedia/commons/7/76/Bodensee%2C_Lac_de_Constance_-_panoramio_%2832%29.jpg,91
657,85892,https://upload.wikimedia.org/wikipedia/commons/9/9b/Herbst_auf_der_Mainau_-_panoramio.jpg,91
207,85442,https://upload.wikimedia.org/wikipedia/commons/c/c2/Bundesarchiv_B_145_Bild-F073444-0010%2C_Diplomatisches_Corps_in_Baden-W%C3%BCrttemberg.jpg,91
137,85372,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bodensee%2C_Lac_de_Constance_-_panoramio_%28200%29.jpg,91
584,85819,https://upload.wikimedia.org/wikipedia/commons/3/3f/%C3%9Cberlinger_See.JPG,91
51,85286,https://upload.wikimedia.org/wikipedia/commons/3/31/Bodensee%2C_Lac_de_Constance_-_panoramio_%28301%29.jpg,91
484,85719,https://upload.wikimedia.org/wikipedia/commons/c/c5/Some_Baby_Is_Very_Unhappy_%28107197915%29.jpeg,91
20,85255,https://upload.wikimedia.org/wikipedia/commons/a/ab/Bodensee_Oktober_2018.jpg,91
234,85469,https://upload.wikimedia.org/wikipedia/commons/3/31/Flickr_-_%E2%80%A6trialsanderrors_-_Insel_Hotel%2C_Constance%2C_Germany%2C_ca._1895.jpg,91
408,85643,http://upload.wikimedia.org/wikipedia/commons/2/24/HSG40_Kressbronn.jpg,91
2,85237,https://upload.wikimedia.org/wikipedia/commons/5/59/Lake_Constance%2C_%281X7A0073%29.jpg,91
9,85244,https://upload.wikimedia.org/wikipedia/commons/0/0e/Bodensee%2C_Lac_de_Constance_-_panoramio_%28162%29.jpg,91
568,85803,https://upload.wikimedia.org/wikipedia/commons/b/b7/Wei%C3%9Fe_Baumnymphe_%28Idea_leuconoe%29_-_panoramio.jpg,91
461,85696,https://upload.wikimedia.org/wikipedia/commons/f/fb/Bodensee%2C_Lac_de_Constance_-_panoramio_%28121%29.jpg,91
399,85634,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bodensee%2C_Lac_de_Constance_-_panoramio_%28306%29.jpg,91
761,85996,https://upload.wikimedia.org/wikipedia/commons/2/21/Bodensee%2C_Lac_de_Constance_-_panoramio_%28335%29.jpg,91
716,85951,https://upload.wikimedia.org/wikipedia/commons/1/18/Bodensee%2C_Lac_de_Constance_-_panoramio_%28227%29.jpg,91
16,85251,https://upload.wikimedia.org/wikipedia/commons/1/15/Hagnau_Seeufer.jpg,91
203,85438,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bodensee%2C_Lac_de_Constance_-_panoramio_%2814%29.jpg,91
247,85482,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bodensee%2C_Lac_de_Constance_-_panoramio_%28348%29.jpg,91
34,85269,https://upload.wikimedia.org/wikipedia/commons/b/b6/Bodensee%2C_Lac_de_Constance_-_panoramio_%28303%29.jpg,91
272,85507,https://upload.wikimedia.org/wikipedia/commons/6/68/Bodensee%2C_Lac_de_Constance_-_panoramio_%2874%29.jpg,91
500,85735,https://upload.wikimedia.org/wikipedia/commons/4/43/Bodensee%2C_Lac_de_Constance_-_panoramio_%285%29.jpg,91
322,85557,https://upload.wikimedia.org/wikipedia/commons/6/6a/Bodensee%2C_Lac_de_Constance_-_panoramio_%28129%29.jpg,91
519,85754,https://upload.wikimedia.org/wikipedia/commons/7/78/Bodensee%2C_Lac_de_Constance_-_panoramio_%2895%29.jpg,91
170,85405,https://upload.wikimedia.org/wikipedia/commons/e/e3/Mainau_-_Orchideen_-_panoramio.jpg,91
26,85261,https://upload.wikimedia.org/wikipedia/commons/8/85/Any_Rubish_Please_-_panoramio.jpg,91
433,85668,https://upload.wikimedia.org/wikipedia/commons/c/cd/Bodensee%2C_Lac_de_Constance_-_panoramio_%28291%29.jpg,91
360,85595,https://upload.wikimedia.org/wikipedia/commons/0/0d/First_spring_impression_01.jpg,91
512,85747,https://upload.wikimedia.org/wikipedia/commons/5/51/Lake_Constance-1.jpg,91
772,86007,http://upload.wikimedia.org/wikipedia/commons/6/65/Winter_dreams.JPG,91
590,85825,https://upload.wikimedia.org/wikipedia/commons/6/6b/12_Landschlacht.jpg,91
231,85466,https://upload.wikimedia.org/wikipedia/commons/5/5a/Unter_der_Br%C3%BCcke_-_panoramio_%287%29.jpg,91
94,85329,https://upload.wikimedia.org/wikipedia/commons/a/ab/Bodensee%2C_Lac_de_Constance_-_panoramio_%28100%29.jpg,91
457,85692,https://upload.wikimedia.org/wikipedia/commons/9/91/Bodensee%2C_Lac_de_Constance_-_panoramio_%2812%29.jpg,91
5,85240,https://upload.wikimedia.org/wikipedia/commons/d/de/Fischersteg_Insel_Reichenau.JPG,91
432,85667,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bodensee%2C_Lac_de_Constance_-_panoramio_%28284%29.jpg,91
562,85797,https://upload.wikimedia.org/wikipedia/commons/a/a4/Bodensee%2C_Lac_de_Constance_-_panoramio_%28155%29.jpg,91
659,85894,https://upload.wikimedia.org/wikipedia/commons/f/fe/Schauerwalze_-_panoramio.jpg,91
668,85903,https://upload.wikimedia.org/wikipedia/commons/b/bd/Bodensee%2C_Lac_de_Constance_-_panoramio_%28285%29.jpg,91
356,85591,https://upload.wikimedia.org/wikipedia/commons/f/ff/Bodensee%2C_Lac_de_Constance_-_panoramio_%28359%29.jpg,91
91,85326,http://upload.wikimedia.org/wikipedia/commons/b/ba/H%C3%B6chst%2C_Vorarlberg_3.jpg,91
304,85539,https://upload.wikimedia.org/wikipedia/commons/8/8c/Bodensee%2C_Lac_de_Constance_-_panoramio_%2846%29.jpg,91
160,85395,https://upload.wikimedia.org/wikipedia/commons/2/2c/Bodensee%2C_Lac_de_Constance_-_panoramio_%28213%29.jpg,91
791,86026,https://upload.wikimedia.org/wikipedia/commons/7/77/Bodensee%2C_Lac_de_Constance_-_panoramio_%2818%29.jpg,91
187,85422,https://upload.wikimedia.org/wikipedia/commons/a/a4/ConvexEnvelopeLakeConstance.png,91
664,85899,https://upload.wikimedia.org/wikipedia/commons/8/89/Bodensee%2C_Lac_de_Constance_-_panoramio_%28350%29.jpg,91
64,85299,https://upload.wikimedia.org/wikipedia/commons/e/eb/Bodensee_20000711.jpg,91
206,85441,https://upload.wikimedia.org/wikipedia/commons/1/12/Bodensee%2C_Lac_de_Constance_-_panoramio_%28356%29.jpg,91
96,85331,https://upload.wikimedia.org/wikipedia/commons/b/ba/Bodensee_Stimmung_2.JPG,91
476,85711,https://upload.wikimedia.org/wikipedia/commons/b/bd/Weinanbau_in_Hagnau_-_panoramio.jpg,91
784,86019,https://upload.wikimedia.org/wikipedia/commons/6/6f/Bodensee%2C_Lac_de_Constance_-_panoramio_%28108%29.jpg,91
619,85854,http://upload.wikimedia.org/wikipedia/commons/4/42/Rheineck_SG_Schweiz%2C_Gai%C3%9Fau%2C_Vorarlberg.jpg,91
567,85802,https://upload.wikimedia.org/wikipedia/commons/a/ad/Feuerzauber_am_Bodnsee_-_panoramio.jpg,91
101,85336,https://upload.wikimedia.org/wikipedia/commons/0/06/Bodensee%2C_Lac_de_Constance_-_panoramio_%28191%29.jpg,91
237,85472,https://upload.wikimedia.org/wikipedia/commons/8/89/St%C3%A4rr.jpg,91
109,85344,https://upload.wikimedia.org/wikipedia/commons/e/ef/Boat_Rental_-_panoramio.jpg,91
582,85817,http://upload.wikimedia.org/wikipedia/commons/3/33/1PhosphoreBodensee.jpg,91
353,85588,http://upload.wikimedia.org/wikipedia/commons/0/02/HSG18_Kressbronn.jpg,91
70,85305,https://upload.wikimedia.org/wikipedia/commons/4/44/Bodensee%2C_Lac_de_Constance_-_panoramio_%2859%29.jpg,91
14,85249,https://upload.wikimedia.org/wikipedia/commons/2/24/Bodensee_%282706861133%29.jpg,91
173,85408,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hohentwiel_auf_bodensee.jpg,91
89,85324,https://upload.wikimedia.org/wikipedia/commons/f/f0/Dr._Heinrich_Hansjakob_-_panoramio.jpg,91
268,85503,https://upload.wikimedia.org/wikipedia/commons/e/ed/Bodensee%2C_Lac_de_Constance_-_panoramio_%28254%29.jpg,91
669,85904,https://upload.wikimedia.org/wikipedia/commons/9/9c/%C3%9Cberlingen_am_Bodensee_-_panoramio.jpg,91
115,85350,https://upload.wikimedia.org/wikipedia/commons/f/fb/Bodensee%2C_Lac_de_Constance_-_panoramio_%2881%29.jpg,91
92,85327,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bodensee%2C_Lac_de_Constance_-_panoramio_%282%29.jpg,91
194,85429,https://upload.wikimedia.org/wikipedia/commons/d/d8/Bodensee%2C_Lac_de_Constance_-_panoramio_%2889%29.jpg,91
753,85988,https://upload.wikimedia.org/wikipedia/commons/5/54/Bodensee%2C_Lac_de_Constance_-_panoramio_%28239%29.jpg,91
445,85680,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bodeensee_-_panoramio.jpg,91
589,85824,https://upload.wikimedia.org/wikipedia/commons/e/e4/Bodensee%2C_Lac_de_Constance_-_panoramio_%2873%29.jpg,91
719,85954,https://upload.wikimedia.org/wikipedia/commons/c/c2/Schaffhausen_-_panoramio_%281%29.jpg,91
106,85341,https://upload.wikimedia.org/wikipedia/commons/2/27/Bodensee%2C_Lac_de_Constance_-_panoramio_%28140%29.jpg,91
607,85842,https://upload.wikimedia.org/wikipedia/commons/9/9f/Unteruhldingen_Bodensee_Germany_-_panoramio.jpg,91
734,85969,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bodensee%2C_Lac_de_Constance_-_panoramio_%2872%29.jpg,91
114,85349,https://upload.wikimedia.org/wikipedia/commons/6/66/Bodensee%2C_Lac_de_Constance_-_panoramio_%28105%29.jpg,91
637,85872,https://upload.wikimedia.org/wikipedia/commons/0/06/Burgruine_Alt-Rheineck_%28SG%29.JPG,91
774,86009,https://upload.wikimedia.org/wikipedia/commons/b/bb/Bodensee%2C_Lac_de_Constance_-_panoramio_%28175%29.jpg,91
190,85425,http://upload.wikimedia.org/wikipedia/commons/7/70/Sonnenuntergang~Lindau~Bodensee.jpg,91
315,85550,https://upload.wikimedia.org/wikipedia/commons/d/d0/Ausblick_Bodman_auf_Ludwigshafen_am_Bodensee.jpg,91
385,85620,https://upload.wikimedia.org/wikipedia/commons/e/e6/Bodensee%2C_Lac_de_Constance_-_panoramio_%28309%29.jpg,91
540,85775,https://upload.wikimedia.org/wikipedia/commons/e/ee/Pfander_-_panoramio_-_kamukvark_%282%29.jpg,91
627,85862,https://upload.wikimedia.org/wikipedia/commons/e/e7/Insel_Reichenau_Kajak.jpg,91
337,85572,http://upload.wikimedia.org/wikipedia/commons/2/25/Promenade_Insel_Lindau_2.JPG,91
241,85476,https://upload.wikimedia.org/wikipedia/commons/4/49/Bodensee%2C_Lac_de_Constance_-_panoramio_%28192%29.jpg,91
30,85265,https://upload.wikimedia.org/wikipedia/commons/a/a4/Bodensee%2C_Lac_de_Constance_-_panoramio_%28225%29.jpg,91
501,85736,http://upload.wikimedia.org/wikipedia/commons/1/11/Lindau_016.jpg,91
652,85887,https://upload.wikimedia.org/wikipedia/commons/8/80/Bodensee%2C_Lac_de_Constance_-_panoramio_%28240%29.jpg,91
239,85474,https://upload.wikimedia.org/wikipedia/commons/d/d9/Bodensee%2C_Lac_de_Constance_-_panoramio_%28332%29.jpg,91
470,85705,https://upload.wikimedia.org/wikipedia/commons/9/98/Bodensee%2C_Lac_de_Constance_-_panoramio_%28173%29.jpg,91
303,85538,https://upload.wikimedia.org/wikipedia/commons/7/7d/Wasserburg_Bodensee_abend.jpg,91
733,85968,https://upload.wikimedia.org/wikipedia/commons/8/80/2017-05-23_Uferansichten_Bodensee_by_Olaf_Kosinsky-5.jpg,91
523,85758,https://upload.wikimedia.org/wikipedia/commons/0/08/Bodensee%2C_Lac_de_Constance_-_panoramio_%28364%29.jpg,91
279,85514,https://upload.wikimedia.org/wikipedia/commons/f/f6/Bodensee%2C_Lac_de_Constance_-_panoramio_%28166%29.jpg,91
485,85720,https://upload.wikimedia.org/wikipedia/commons/7/7b/Eichenberg_02.JPG,91
66,85301,https://upload.wikimedia.org/wikipedia/commons/3/32/Ludwigshafen_-_panoramio_%281%29.jpg,91
537,85772,https://upload.wikimedia.org/wikipedia/commons/4/4d/Bodensee%2C_Lac_de_Constance_-_panoramio_%2887%29.jpg,91
23,85258,https://upload.wikimedia.org/wikipedia/commons/d/d6/Stop_For_Humankind_-_panoramio.jpg,91
128,85363,https://upload.wikimedia.org/wikipedia/commons/4/4d/Bodensee_Bregenz.jpg,91
746,85981,https://upload.wikimedia.org/wikipedia/commons/f/f9/Flickr_-_%E2%80%A6trialsanderrors_-_View_from_Seestrasse%2C_Constance%2C_Germany%2C_ca._1895.jpg,91
632,85867,https://upload.wikimedia.org/wikipedia/commons/9/9e/Bodensee%2C_Lac_de_Constance_-_panoramio_%28188%29.jpg,91
542,85777,https://upload.wikimedia.org/wikipedia/commons/3/37/Bodensee%2C_Lac_de_Constance_-_panoramio_%28339%29.jpg,91
508,85743,https://upload.wikimedia.org/wikipedia/commons/b/b2/Sunset_on_Lake_Constance.jpg,91
769,86004,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bodensee%2C_Lac_de_Constance_-_panoramio_%28295%29.jpg,91
509,85744,https://upload.wikimedia.org/wikipedia/commons/3/34/SEEBLICK_-_panoramio.jpg,91
647,85882,https://upload.wikimedia.org/wikipedia/commons/3/33/Lake_Constance%2C_Friedrichshafen_%281X7A0087%29.jpg,91
534,85769,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bodensee%2C_Lac_de_Constance_-_panoramio_%2834%29.jpg,91
277,85512,https://upload.wikimedia.org/wikipedia/commons/f/f3/Bodensee%2C_Weihnachten_2008~1.jpg,91
62,85297,https://upload.wikimedia.org/wikipedia/commons/a/a2/Hagnau_-_panoramio_%284%29.jpg,91
702,85937,https://upload.wikimedia.org/wikipedia/commons/8/8f/Mainau_%283501081741%29.jpg,91
400,85635,https://upload.wikimedia.org/wikipedia/commons/b/b3/Lake_Constance%2C_Romanshorn_%281X7A0028%29.jpg,91
54,85289,https://upload.wikimedia.org/wikipedia/commons/1/15/Bodensee%2C_Lac_de_Constance_-_panoramio_%2844%29.jpg,91
