,0,1,2
4270,11864,https://upload.wikimedia.org/wikipedia/commons/d/d1/Starr-100803-8431-Strongylodon_macrobotrys-habit_with_Kim_and_Takeda-Enchanting_Floral_Gardens_of_Kula-Maui_%2825019267336%29.jpg,7
360,7954,https://upload.wikimedia.org/wikipedia/commons/4/4a/Starr_071024-9846_Tropaeolum_majus.jpg,7
2844,10438,https://upload.wikimedia.org/wikipedia/commons/4/45/Starr_080219-2898_Alternanthera_dentata.jpg,7
3170,10764,https://upload.wikimedia.org/wikipedia/commons/f/fe/Starr_071024-9800_Lycianthes_rantonnei.jpg,7
2903,10497,https://upload.wikimedia.org/wikipedia/commons/5/5f/Starr_080219-3022_Erythrina_sp..jpg,7
2044,9638,https://upload.wikimedia.org/wikipedia/commons/f/f4/Starr_080219-2917_Sophora_tomentosa.jpg,7
3629,11223,https://upload.wikimedia.org/wikipedia/commons/9/9c/Starr-071024-9868-Heliconia_sp-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824869057526%29.jpg,7
245,7839,https://upload.wikimedia.org/wikipedia/commons/2/25/Starr-071024-0016-Grevillea_rosmarinifolia-flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824265215574%29.jpg,7
215,7809,https://upload.wikimedia.org/wikipedia/commons/e/e0/Starr_071024-0382_Macadamia_integrifolia.jpg,7
4092,11686,https://upload.wikimedia.org/wikipedia/commons/2/2c/Starr_071024-0412_Malvaviscus_penduliflorus.jpg,7
2633,10227,https://upload.wikimedia.org/wikipedia/commons/1/18/Starr_071024-9875_Spathodea_campanulata.jpg,7
658,8252,https://upload.wikimedia.org/wikipedia/commons/c/ce/Starr-120424-4759-Bolusanthus_speciosus-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825139607205%29.jpg,7
2897,10491,https://upload.wikimedia.org/wikipedia/commons/5/5e/Starr-090430-6965-Tecoma_stans-large_tree_with_Jimmy-Enchanting_Floral_Gardens_of_Kula-Maui_%2824927364676%29.jpg,7
2618,10212,https://upload.wikimedia.org/wikipedia/commons/7/7b/Starr-080219-2941-Agave_sp-leaves_with_strange_serrations-Enchanting_Floral_Gardens_of_Kula-Maui_%2824878470136%29.jpg,7
3073,10667,https://upload.wikimedia.org/wikipedia/commons/5/56/Starr_071024-0148_Petraea_volubilis.jpg,7
124,7718,https://upload.wikimedia.org/wikipedia/commons/5/52/Starr_071024-0092_Lagerstroemia_indica.jpg,7
1588,9182,https://upload.wikimedia.org/wikipedia/commons/9/92/Starr_071024-9758_Ficus_elastica.jpg,7
2305,9899,https://upload.wikimedia.org/wikipedia/commons/c/c8/Starr_071024-9881_Alternanthera_porrigens.jpg,7
3861,11455,https://upload.wikimedia.org/wikipedia/commons/9/99/Starr-071024-0456-Annona_glabra-leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824868413686%29.jpg,7
881,8475,https://upload.wikimedia.org/wikipedia/commons/3/34/Starr-150811-0573-Abelia_x_grandiflora-flowers_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2825202686291%29.jpg,7
2705,10299,https://upload.wikimedia.org/wikipedia/commons/8/8a/Starr_980529-4177_Dahlia_coccinea.jpg,7
1826,9420,https://upload.wikimedia.org/wikipedia/commons/f/f0/Starr-120301-3211-Erythrina_sp-bark-Enchanting_Floral_Gardens_of_Kula-Maui_%2824841239050%29.jpg,7
883,8477,https://upload.wikimedia.org/wikipedia/commons/5/5b/Starr-071024-9982-Dais_cotinifolia-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824869398756%29.jpg,7
52,7646,https://upload.wikimedia.org/wikipedia/commons/4/43/Starr-980602-4336-Passiflora_ligularis-habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2823896569603%29.jpg,7
808,8402,https://upload.wikimedia.org/wikipedia/commons/b/bf/Starr-071024-0094-Congea_tomentosa-inflorescences-Enchanting_Floral_Gardens_of_Kula-Maui_%2824526342209%29.jpg,7
429,8023,https://upload.wikimedia.org/wikipedia/commons/a/a5/Starr-120301-3210-Erythrina_sp-leaves_underside-Enchanting_Floral_Gardens_of_Kula-Maui_%2825136899475%29.jpg,7
1481,9075,https://upload.wikimedia.org/wikipedia/commons/4/40/Starr-071024-8836-Tabebuia_donnell_smithii-habit_with_Kim-Enchanting_Floral_Gardens_of_Kula-Maui_%2824868587046%29.jpg,7
3938,11532,https://upload.wikimedia.org/wikipedia/commons/f/ff/Starr_071024-0058_Hemerocallis_sp..jpg,7
512,8106,https://upload.wikimedia.org/wikipedia/commons/0/0f/Starr_980602-4401_Salvia_leucantha.jpg,7
2968,10562,https://upload.wikimedia.org/wikipedia/commons/c/c9/Starr-980529-4173-Clerodendrum_thomsonae-variegate_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2823887135223%29.jpg,7
3537,11131,https://upload.wikimedia.org/wikipedia/commons/4/42/Starr-080219-3014-Rubus_ellipticus-leaves_and_thorns-Enchanting_Floral_Gardens_of_Kula-Maui_%2824786989992%29.jpg,7
1699,9293,https://upload.wikimedia.org/wikipedia/commons/e/e3/Starr-120301-3226-Erythrina_corallodendrum-leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2825018670782%29.jpg,7
3072,10666,https://upload.wikimedia.org/wikipedia/commons/6/62/Starr-150811-0633-Cassia_fistula-leaf_with_Sleepy_Orange_Butterfly_Abaeis_nicippe-Enchanting_Floral_Gardens_of_Kula-Maui_%2824665379914%29.jpg,7
2817,10411,https://upload.wikimedia.org/wikipedia/commons/9/98/Starr-090430-7046-Thunbergia_alata-cv_Sundance_yellow_flowers_habit_with_Takeda_and_Kim-Enchanting_Floral_Gardens_of_Kula-Maui_%2824658305010%29.jpg,7
1478,9072,https://upload.wikimedia.org/wikipedia/commons/7/7f/Starr-120301-3185-Mucuna_novoguineensis-flower_buds-Enchanting_Floral_Gardens_of_Kula-Maui_%2825110502676%29.jpg,7
2004,9598,https://upload.wikimedia.org/wikipedia/commons/3/3b/Starr_071024-9900_Metrosideros_polymorpha.jpg,7
2885,10479,https://upload.wikimedia.org/wikipedia/commons/c/c0/Starr_071024-9979_Brunfelsia_australis.jpg,7
2189,9783,https://upload.wikimedia.org/wikipedia/commons/2/29/Starr_071024-0220_Psidium_guajava.jpg,7
3039,10633,https://upload.wikimedia.org/wikipedia/commons/9/99/Starr-071024-0241-Washingtonia_sp-habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824894255335%29.jpg,7
1114,8708,https://upload.wikimedia.org/wikipedia/commons/0/09/Starr_071024-9877_Eugenia_uniflora.jpg,7
1169,8763,https://upload.wikimedia.org/wikipedia/commons/d/d4/Starr-091020-8409-Agave_filifera-base-Enchanting_Floral_Gardens_of_Kula-Maui_%2824691029750%29.jpg,7
251,7845,https://upload.wikimedia.org/wikipedia/commons/7/7e/Starr-150811-0549-Dalechampia_dioscoreifolia-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825000104680%29.jpg,7
3669,11263,https://upload.wikimedia.org/wikipedia/commons/d/d7/Starr_071024-0396_Aristolochia_littoralis.jpg,7
4310,11904,https://upload.wikimedia.org/wikipedia/commons/c/cc/Starr-120301-3265-Rubus_ellipticus-thorny_branch-Enchanting_Floral_Gardens_of_Kula-Maui_%2825043715281%29.jpg,7
908,8502,https://upload.wikimedia.org/wikipedia/commons/f/f5/Starr-080219-3005-Scutellaria_suffrutescens-flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824276758364%29.jpg,7
1544,9138,https://upload.wikimedia.org/wikipedia/commons/8/87/Starr-120301-3160-Jacaranda_mimosifolia-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824509952573%29.jpg,7
1841,9435,https://upload.wikimedia.org/wikipedia/commons/7/71/Starr-100114-1250-Stictocardia_beraviensis-leaves_and_flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824711313760%29.jpg,7
2038,9632,https://upload.wikimedia.org/wikipedia/commons/d/dd/Starr-120427-5350-Rhodomyrtus_tomentosa-Voucher-Enchanting_Floral_Gardens_of_Kula-Maui_%2825022410952%29.jpg,7
1534,9128,https://upload.wikimedia.org/wikipedia/commons/b/bf/Starr-980602-4408-Yucca_filamentosa-habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824497013456%29.jpg,7
2870,10464,https://upload.wikimedia.org/wikipedia/commons/5/5b/Starr_071024-9817_Lupinus_sp..jpg,7
2950,10544,https://upload.wikimedia.org/wikipedia/commons/4/4f/Starr_980529-1410_Hibiscus_moscheutos.jpg,7
2472,10066,https://upload.wikimedia.org/wikipedia/commons/c/c9/Starr-071024-0374-Dyschoriste_hygrophyloides-flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824801151191%29.jpg,7
1509,9103,https://upload.wikimedia.org/wikipedia/commons/6/65/Starr-100803-8456-Vriesea_glaziouana-flowering_habit_with_Takeda_and_Kim-Enchanting_Floral_Gardens_of_Kula-Maui_%2824927668882%29.jpg,7
181,7775,https://upload.wikimedia.org/wikipedia/commons/f/f0/Starr_071024-9737_Cycas_circinalis.jpg,7
1051,8645,https://upload.wikimedia.org/wikipedia/commons/0/05/Starr-150811-0496-Unknown_sp-Polygonum_perhaps_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2825269268916%29.jpg,7
268,7862,https://upload.wikimedia.org/wikipedia/commons/5/5d/Starr-090430-6773-Mucuna_nigricans-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824326456053%29.jpg,7
929,8523,https://upload.wikimedia.org/wikipedia/commons/a/a1/Starr-071024-0252-Mussaenda_sp-cv_Magsaysay_flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824776363632%29.jpg,7
2263,9857,https://upload.wikimedia.org/wikipedia/commons/5/5c/Starr-071024-9892-Alpinia_zerumbet-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824869124976%29.jpg,7
2909,10503,https://upload.wikimedia.org/wikipedia/commons/7/71/Starr-071024-0275-Antigonon_leptopus-pink_flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824800960581%29.jpg,7
3548,11142,https://upload.wikimedia.org/wikipedia/commons/d/d2/Starr_071024-9930_Plectranthus_fruticosus.jpg,7
2442,10036,https://upload.wikimedia.org/wikipedia/commons/0/03/Starr_071024-9882_Osteospermum_fruticosum.jpg,7
2743,10337,https://upload.wikimedia.org/wikipedia/commons/d/da/Starr-100803-8610-Portulacaria_afra-habit_with_Takeda_and_cat-Enchanting_Floral_Gardens_of_Kula-Maui_%2824415636774%29.jpg,7
2992,10586,https://upload.wikimedia.org/wikipedia/commons/8/86/Starr-120424-9385-Brachychiton_acerifolius-young_foliage_in_shade-Enchanting_Floral_Gardens_of_Kula-Maui_%2825139656355%29.jpg,7
2956,10550,https://upload.wikimedia.org/wikipedia/commons/5/58/Starr-980528-4062-Grevillea_longifolia_x_caleyi-flower_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824146024069%29.jpg,7
2801,10395,https://upload.wikimedia.org/wikipedia/commons/5/5c/Starr_980529-4189_Norantea_guianensis_subsp._guianensis.jpg,7
2057,9651,https://upload.wikimedia.org/wikipedia/commons/1/10/Starr-150811-0482-Passiflora_vitifolia-flower-Enchanting_Floral_Gardens_of_Kula-Maui_%2825202346301%29.jpg,7
1057,8651,https://upload.wikimedia.org/wikipedia/commons/7/78/Starr-071024-9837-Jasminum_multiflorum-flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824777346372%29.jpg,7
3162,10756,https://upload.wikimedia.org/wikipedia/commons/7/7d/Starr-120301-3364-Asparagus_macowanii-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824769460839%29.jpg,7
1295,8889,https://upload.wikimedia.org/wikipedia/commons/3/3c/Starr-071024-9731-Tagetes_lemmonii-habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824527388359%29.jpg,7
1941,9535,https://upload.wikimedia.org/wikipedia/commons/7/77/Starr-100803-8466-Vriesea_imperialis-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825019404486%29.jpg,7
691,8285,https://upload.wikimedia.org/wikipedia/commons/2/22/Starr_071024-9821_Pedilanthus_bracteatus.jpg,7
2752,10346,https://upload.wikimedia.org/wikipedia/commons/3/30/Starr_071024-9970_Euphorbia_leucocephala.jpg,7
996,8590,https://upload.wikimedia.org/wikipedia/commons/6/6b/Starr_071024-0407_Passiflora_quadrangularis.jpg,7
4134,11728,https://upload.wikimedia.org/wikipedia/commons/7/70/Starr-150811-0543-Antigonon_leptopus-flowers_white_form-Enchanting_Floral_Gardens_of_Kula-Maui_%2825295674405%29.jpg,7
2239,9833,https://upload.wikimedia.org/wikipedia/commons/5/51/Starr-091020-8400-Gossypium_barbadense-bracts-Enchanting_Floral_Gardens_of_Kula-Maui_%2824960210496%29.jpg,7
1089,8683,https://upload.wikimedia.org/wikipedia/commons/a/a5/Starr_080219-2998_Grevillea_rosmarinifolia.jpg,7
534,8128,https://upload.wikimedia.org/wikipedia/commons/1/1c/Starr-120424-4713-Tecomanthe_venusta-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825139537125%29.jpg,7
412,8006,https://upload.wikimedia.org/wikipedia/commons/0/09/Starr_080219-2941_Agave_sp..jpg,7
1215,8809,https://upload.wikimedia.org/wikipedia/commons/a/a7/Starr-120301-3397-Erythrina_caffra-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825110878226%29.jpg,7
2043,9637,https://upload.wikimedia.org/wikipedia/commons/1/1e/Starr_071024-0068_Solenostemon_scutellarioides.jpg,7
4247,11841,https://upload.wikimedia.org/wikipedia/commons/8/87/Starr-120301-3181-Inga_feuillei-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825018590242%29.jpg,7
2651,10245,https://upload.wikimedia.org/wikipedia/commons/9/9b/Starr-120427-5305-Tillandsia_gardneri-Voucher-Enchanting_Floral_Gardens_of_Kula-Maui_%2825047333141%29.jpg,7
3347,10941,https://upload.wikimedia.org/wikipedia/commons/e/e6/Starr_071024-8793_Clusia_rosea.jpg,7
1674,9268,https://upload.wikimedia.org/wikipedia/commons/b/ba/Starr_071024-0234_Desmodium_sp..jpg,7
946,8540,https://upload.wikimedia.org/wikipedia/commons/7/7e/Starr_080219-3003_Scutellaria_suffrutescens.jpg,7
436,8030,https://upload.wikimedia.org/wikipedia/commons/2/20/Starr-090303-4809-Passiflora_miniata-flower_and_leaf-Enchanting_Floral_Gardens_of_Kula-Maui_%2824948067365%29.jpg,7
518,8112,https://upload.wikimedia.org/wikipedia/commons/4/47/Starr-120312-3619-Tillandsia_gardneri-habit_and_seedlings-Enchanting_Floral_Gardens_of_Kula-Maui_%2824506812704%29.jpg,7
2765,10359,https://upload.wikimedia.org/wikipedia/commons/3/34/Starr_071024-0409_Pereskia_grandifolia_var._grandifolia.jpg,7
2764,10358,https://upload.wikimedia.org/wikipedia/commons/8/8a/Starr-071024-9909-Tecoma_stans-flowering_and_fruiting_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824895464515%29.jpg,7
4125,11719,https://upload.wikimedia.org/wikipedia/commons/e/ee/Starr-100803-8501-Magnolia_grandiflora-flower-Enchanting_Floral_Gardens_of_Kula-Maui_%2825019532786%29.jpg,7
1972,9566,https://upload.wikimedia.org/wikipedia/commons/c/cd/Starr-080219-9011-Senna_artemisioides-leaves_and_flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824537386799%29.jpg,7
3556,11150,https://upload.wikimedia.org/wikipedia/commons/d/d9/Starr_071024-0173_Bartlettina_sordida.jpg,7
3105,10699,https://upload.wikimedia.org/wikipedia/commons/7/71/Starr-071024-0429-Tabebuia_sp-leaves_and_seedpods-Enchanting_Floral_Gardens_of_Kula-Maui_%2824776733152%29.jpg,7
2624,10218,https://upload.wikimedia.org/wikipedia/commons/3/3f/Starr-120301-3296-Salvia_procurrens-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2825043767551%29.jpg,7
1524,9118,https://upload.wikimedia.org/wikipedia/commons/5/5a/Starr-071024-0282-Rosa_sp-white_flower-Enchanting_Floral_Gardens_of_Kula-Maui_%2824776428992%29.jpg,7
2214,9808,https://upload.wikimedia.org/wikipedia/commons/0/0c/Starr-100803-8605-Cassia_x_nealiae-white_flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824928207052%29.jpg,7
2035,9629,https://upload.wikimedia.org/wikipedia/commons/3/32/Starr_071024-0131_Bougainvillea_sp..jpg,7
4331,11925,https://upload.wikimedia.org/wikipedia/commons/1/19/Starr_980529-4161_Lobularia_maritima.jpg,7
1885,9479,https://upload.wikimedia.org/wikipedia/commons/f/f1/Starr_071024-9885_Chorisia_speciosa.jpg,7
773,8367,https://upload.wikimedia.org/wikipedia/commons/b/b7/Starr-090430-7144-Argyranthemum_frutescens-flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824586321479%29.jpg,7
1556,9150,https://upload.wikimedia.org/wikipedia/commons/5/5e/Starr-150811-0504-Lagerstroemia_indica-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824668757613%29.jpg,7
895,8489,https://upload.wikimedia.org/wikipedia/commons/3/33/Starr_071024-9978_Buddleja_davidii.jpg,7
4274,11868,https://upload.wikimedia.org/wikipedia/commons/2/2e/Starr-071024-9813-Pedilanthus_bracteatus-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824268329443%29.jpg,7
3137,10731,https://upload.wikimedia.org/wikipedia/commons/0/07/Starr_071024-8805_Dahlia_imperialis.jpg,7
1309,8903,https://upload.wikimedia.org/wikipedia/commons/a/af/Starr-071024-9822-Strongylodon_macrobotrys-leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824801863001%29.jpg,7
569,8163,https://upload.wikimedia.org/wikipedia/commons/4/41/Starr-120424-4722-Neomarica_caerulea-giant_form_flower-Enchanting_Floral_Gardens_of_Kula-Maui_%2824843882590%29.jpg,7
1358,8952,https://upload.wikimedia.org/wikipedia/commons/6/65/Starr_071024-0346_Callisia_repens.jpg,7
3946,11540,https://upload.wikimedia.org/wikipedia/commons/0/04/Starr_080219-2905_Thunbergia_alata.jpg,7
1663,9257,https://upload.wikimedia.org/wikipedia/commons/4/4c/Starr_071024-9831_Eranthemum_pulchellum.jpg,7
475,8069,https://upload.wikimedia.org/wikipedia/commons/f/f3/Starr-120424-4761-Bolusanthus_speciosus-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2825139610615%29.jpg,7
2344,9938,https://upload.wikimedia.org/wikipedia/commons/b/b3/Starr-071024-0121-Bixa_orellana-flower_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824893995135%29.jpg,7
656,8250,https://upload.wikimedia.org/wikipedia/commons/1/16/Starr_071024-0021_Litchi_chinensis_subsp._chinensis.jpg,7
509,8103,https://upload.wikimedia.org/wikipedia/commons/3/37/Starr_980602-4382_Passiflora_vitifolia.jpg,7
4277,11871,https://upload.wikimedia.org/wikipedia/commons/4/42/Starr_071024-8829_Chamaerops_humilis.jpg,7
2652,10246,https://upload.wikimedia.org/wikipedia/commons/a/af/Starr-980529-4219-Eugenia_uniflora-habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2823887202083%29.jpg,7
1950,9544,https://upload.wikimedia.org/wikipedia/commons/e/eb/Starr-120319-3883-Mucuna_novoguineensis-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2825019703342%29.jpg,7
2558,10152,https://upload.wikimedia.org/wikipedia/commons/b/bd/Starr-120312-3606-Kalanchoe_pinnata-flowering_habit_with_Takeda-Enchanting_Floral_Gardens_of_Kula-Maui_%2824841825650%29.jpg,7
170,7764,https://upload.wikimedia.org/wikipedia/commons/5/55/Starr-090430-7081-Tecoma_stans-seedpods_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824584956959%29.jpg,7
1229,8823,https://upload.wikimedia.org/wikipedia/commons/a/a1/Starr-090430-6955-Psidium_cattleianum-leaves_and_fruit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824586013759%29.jpg,7
3741,11335,https://upload.wikimedia.org/wikipedia/commons/a/aa/Starr-100114-1307-Cestrum_diurnum-canopy-Enchanting_Floral_Gardens_of_Kula-Maui_%2824376387074%29.jpg,7
1958,9552,https://upload.wikimedia.org/wikipedia/commons/3/3d/Starr-150811-0471-Tillandsia_sp-plantlings-Enchanting_Floral_Gardens_of_Kula-Maui_%2825269172046%29.jpg,7
3412,11006,https://upload.wikimedia.org/wikipedia/commons/7/72/Starr_071024-8811_Otacanthus_caeruleus.jpg,7
2559,10153,https://upload.wikimedia.org/wikipedia/commons/6/6e/Starr-090430-7112-Hunnemannia_fumariifolia-flowers-Enchanting_Floral_Gardens_of_Kula-Maui_%2824323292204%29.jpg,7
1350,8944,https://upload.wikimedia.org/wikipedia/commons/9/93/Starr-071024-9994-Thunbergia_erecta-flower-Enchanting_Floral_Gardens_of_Kula-Maui_%2824268857063%29.jpg,7
2069,9663,https://upload.wikimedia.org/wikipedia/commons/9/9d/Starr-090303-4806-Passiflora_miniata-flowering_habit-Enchanting_Floral_Gardens_of_Kula-Maui_%2824830107092%29.jpg,7
627,8221,https://upload.wikimedia.org/wikipedia/commons/f/fe/Starr-120424-4745-Coreopsis_lanceolata-naturalized_field-Enchanting_Floral_Gardens_of_Kula-Maui_%2824512723373%29.jpg,7
3473,11067,https://upload.wikimedia.org/wikipedia/commons/5/55/Starr-080219-2986-Salvia_sp-pink_flowers_and_leaves-Enchanting_Floral_Gardens_of_Kula-Maui_%2824811486551%29.jpg,7
1074,8668,https://upload.wikimedia.org/wikipedia/commons/b/b8/Starr-120312-3737-Strobilanthes_hamiltoniana-flower_buds-Enchanting_Floral_Gardens_of_Kula-Maui_%2825111352016%29.jpg,7
