,0,1,2
610,26938,https://upload.wikimedia.org/wikipedia/commons/3/39/Central_Park_%285640745988%29.jpg,23
413,26741,https://upload.wikimedia.org/wikipedia/commons/b/b4/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%28102%29.jpg,23
640,26968,https://upload.wikimedia.org/wikipedia/commons/c/c9/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_-_Sergei_Gussev_%2826%29.jpg,23
315,26643,https://upload.wikimedia.org/wikipedia/commons/3/36/Pool_lake_-_panoramio.jpg,23
206,26534,http://upload.wikimedia.org/wikipedia/commons/a/a6/Manhattan_New_York_City_2008_PD_a14.JPG,23
672,27000,https://upload.wikimedia.org/wikipedia/commons/1/19/Central_Park%2C_New_York_%2817643547143%29.jpg,23
383,26711,https://upload.wikimedia.org/wikipedia/commons/5/51/NY-Central-Park-Pond-7449.jpg,23
422,26750,https://upload.wikimedia.org/wikipedia/commons/c/c2/Street_Music_%2820466059950%29.jpg,23
642,26970,https://upload.wikimedia.org/wikipedia/commons/9/96/Essex_House..._%2899517750%29.jpg,23
595,26923,http://upload.wikimedia.org/wikipedia/commons/6/6f/Manhattan_New_York_City_2008_PD_a28.JPG,23
100,26428,https://upload.wikimedia.org/wikipedia/commons/3/3f/Central_Park%2C_New_York_%2818076385080%29.jpg,23
626,26954,https://upload.wikimedia.org/wikipedia/commons/d/d8/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%28130%29.jpg,23
84,26412,https://upload.wikimedia.org/wikipedia/commons/0/03/The_Mall%2C_2000.jpg,23
247,26575,https://upload.wikimedia.org/wikipedia/commons/4/44/Central_Park_Map_-_panoramio.jpg,23
357,26685,https://upload.wikimedia.org/wikipedia/commons/0/00/E_64th_Street%2C_New_York_City_-_panoramio_%281%29.jpg,23
462,26790,https://upload.wikimedia.org/wikipedia/commons/9/92/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_-_Sergei_Gussev_%2816%29.jpg,23
477,26805,https://upload.wikimedia.org/wikipedia/commons/7/7c/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%2831%29.jpg,23
351,26679,https://upload.wikimedia.org/wikipedia/commons/f/f7/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%28169%29.jpg,23
426,26754,https://upload.wikimedia.org/wikipedia/commons/c/cd/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%289%29.jpg,23
525,26853,https://upload.wikimedia.org/wikipedia/commons/f/fe/Central_Park_and_New_York_-_NYC_-_USA_-_panoramio_%281%29.jpg,23
237,26565,https://upload.wikimedia.org/wikipedia/commons/4/43/Centralparksnowed.jpg,23
197,26525,https://upload.wikimedia.org/wikipedia/commons/6/6f/%E7%BE%8E%E5%9C%8B%E7%B4%90%E7%B4%84182.jpg,23
242,26570,https://upload.wikimedia.org/wikipedia/commons/f/f2/Wagner_Cove_in_Central_Park_%288187657734%29.jpg,23
545,26873,https://upload.wikimedia.org/wikipedia/commons/8/8b/New_York_central_park_-_panoramio.jpg,23
244,26572,https://upload.wikimedia.org/wikipedia/commons/1/19/Day_Trip_to_New_York_City_%282787633581%29.jpg,23
45,26373,https://upload.wikimedia.org/wikipedia/commons/2/23/Central_Park_Scene_-_Manhattan_-_New_York_City_-_USA_-_02_%2827176873587%29.jpg,23
375,26703,https://upload.wikimedia.org/wikipedia/commons/7/7e/New_York_Central_Park_-_panoramio.jpg,23
238,26566,https://upload.wikimedia.org/wikipedia/commons/d/dd/Central_Park_-_Turtle_Pond_sundown_%28New_York%29_%2830303532897%29.jpg,23
302,26630,https://upload.wikimedia.org/wikipedia/commons/f/f7/Central_Park_-_Content_Squirrel_2_%28New_York%29_%2845240407081%29.jpg,23
346,26674,https://upload.wikimedia.org/wikipedia/commons/6/66/Vista_of_Great_Lawn_from_Belvedere_Castle.jpg,23
276,26604,https://upload.wikimedia.org/wikipedia/commons/6/68/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%2877%29.jpg,23
70,26398,https://upload.wikimedia.org/wikipedia/commons/4/4b/Fight_for_%2415_on_4-15_%2817161111541%29.jpg,23
624,26952,https://upload.wikimedia.org/wikipedia/commons/8/8c/New_York_2016-05_147.jpg,23
234,26562,https://upload.wikimedia.org/wikipedia/commons/6/61/Central_Park_-_panoramio_-_Jan_Hazevoet.jpg,23
140,26468,https://upload.wikimedia.org/wikipedia/commons/7/7f/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%2811%29.jpg,23
103,26431,https://upload.wikimedia.org/wikipedia/commons/a/a0/Central_Park_desde_el_Top_of_the_Rock_-_panoramio.jpg,23
636,26964,https://upload.wikimedia.org/wikipedia/commons/e/ee/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%28184%29.jpg,23
77,26405,https://upload.wikimedia.org/wikipedia/commons/c/c6/View_from_Central_Park_-_panoramio.jpg,23
596,26924,https://upload.wikimedia.org/wikipedia/commons/6/60/Park_Hydrant_%284693959433%29.jpg,23
271,26599,http://upload.wikimedia.org/wikipedia/commons/1/1a/New_York_City_Mai_2009_PD_050.JPG,23
61,26389,https://upload.wikimedia.org/wikipedia/commons/2/2e/Central_Park_from_the_Top_of_the_Rock_2_%284693129360%29.jpg,23
584,26912,https://upload.wikimedia.org/wikipedia/commons/6/6f/New_York._Central_Park_%282714367778%29.jpg,23
82,26410,https://upload.wikimedia.org/wikipedia/commons/2/2c/Mandarin_duck_in_Central_Park_%2830252%29.jpg,23
182,26510,https://upload.wikimedia.org/wikipedia/commons/d/db/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%2840%29.jpg,23
267,26595,https://upload.wikimedia.org/wikipedia/commons/3/34/Central_Park_baseball_field_in_October_2008.jpg,23
193,26521,https://upload.wikimedia.org/wikipedia/commons/5/50/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%28137%29.jpg,23
64,26392,https://upload.wikimedia.org/wikipedia/commons/6/69/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_-_Sergei_Gussev_%2817%29.jpg,23
655,26983,https://upload.wikimedia.org/wikipedia/commons/b/bc/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%2822%29.jpg,23
340,26668,https://upload.wikimedia.org/wikipedia/commons/7/77/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%2872%29.jpg,23
371,26699,https://upload.wikimedia.org/wikipedia/commons/8/8d/Day_Trip_to_New_York_City_%282787639691%29.jpg,23
258,26586,https://upload.wikimedia.org/wikipedia/commons/f/f6/Ice_Creams%2C_Hot_Dogs_%26_Pretzels_%2890551528%29.jpg,23
114,26442,https://upload.wikimedia.org/wikipedia/commons/2/26/Central_Park_-_Jaquelin_Kennedy_Onassis_Reservoir_%28New_York%29_%2844330001095%29.jpg,23
652,26980,https://upload.wikimedia.org/wikipedia/commons/9/92/Mandarin_duck_in_Central_Park_%2830122%29.jpg,23
606,26934,https://upload.wikimedia.org/wikipedia/commons/6/6e/Central_Park%2C_New_York%2C_NY%2C_USA_-_panoramio_%28139%29.jpg,23
250,26578,https://upload.wikimedia.org/wikipedia/commons/f/f1/Taxis_routes_Central_Park.JPG,23
