,0,1,2
123,3586,https://upload.wikimedia.org/wikipedia/commons/0/09/Saiful_Muluk.jpg,2
243,3706,https://upload.wikimedia.org/wikipedia/commons/c/cc/Jheel_SaifulMulook.jpg,2
356,3819,https://upload.wikimedia.org/wikipedia/commons/1/11/Lake_saif_ul_malook_2.JPG,2
311,3774,https://upload.wikimedia.org/wikipedia/commons/0/0d/Saif_ul_maluk_2.jpg,2
339,3802,https://upload.wikimedia.org/wikipedia/commons/3/31/Beauty_aside_Lake_Saif-ul-mulook.jpg,2
293,3756,https://upload.wikimedia.org/wikipedia/commons/c/cf/Hill_Top_Saif_ul_Mulook.jpg,2
204,3667,https://upload.wikimedia.org/wikipedia/commons/e/ea/P1040267a.JPG,2
235,3698,https://upload.wikimedia.org/wikipedia/commons/6/65/Lake_Saiful_Mulk_-_panoramio.jpg,2
298,3761,https://upload.wikimedia.org/wikipedia/commons/c/ca/Saif_ul_Malook_5.JPG,2
63,3526,https://upload.wikimedia.org/wikipedia/commons/d/d1/Lake_Saif_ul_Malook_z.JPG,2
118,3581,https://upload.wikimedia.org/wikipedia/commons/a/a4/Jheel_Naran%2CPakistan.jpg,2
98,3561,https://upload.wikimedia.org/wikipedia/commons/7/71/Saif-ul-Maluk_2.jpg,2
448,3911,https://upload.wikimedia.org/wikipedia/commons/b/bd/Lake-Saif-Ul-Malook.jpg,2
21,3484,https://upload.wikimedia.org/wikipedia/commons/1/16/Lake_Saifal_Malook_07.jpg,2
86,3549,https://upload.wikimedia.org/wikipedia/commons/9/9d/Lake_Saif_ul_Mulook_in_Summer.jpg,2
44,3507,https://upload.wikimedia.org/wikipedia/commons/f/f6/Lake_Saif_ul_Malook_View_2.jpg,2
5,3468,https://upload.wikimedia.org/wikipedia/commons/b/b3/Saif_Ul_Malook_Lake_31.jpg,2
424,3887,https://upload.wikimedia.org/wikipedia/commons/3/3d/Scenic_view_Lake_Saif_ul_Maluk_08.jpg,2
418,3881,https://upload.wikimedia.org/wikipedia/commons/0/02/Saif_ul_Malook_Lake_Valley.jpg,2
467,3930,https://upload.wikimedia.org/wikipedia/commons/4/47/Saif_Al_Malook.jpg,2
224,3687,https://upload.wikimedia.org/wikipedia/commons/6/60/Saif_ul_malooq_naran.jpg,2
240,3703,https://upload.wikimedia.org/wikipedia/commons/1/1c/Naran_%26_kaghan_15.JPG,2
80,3543,https://upload.wikimedia.org/wikipedia/commons/0/00/Mountains_at_saif-u-mulk.jpg,2
13,3476,https://upload.wikimedia.org/wikipedia/commons/8/8d/Lake_Saiful_Muluk_view.jpg,2
14,3477,https://upload.wikimedia.org/wikipedia/commons/0/04/Mountains_reflecting_in_the_Saif-ul-Maluk_waters_4.JPG,2
496,3959,https://upload.wikimedia.org/wikipedia/commons/d/d0/Saif_ul_Malook_Lake_-_KPK_Pakistan_3.jpg,2
99,3562,https://upload.wikimedia.org/wikipedia/commons/b/b4/Lake_Saif-ul-mulak.jpg,2
458,3921,https://upload.wikimedia.org/wikipedia/commons/7/70/Naran_Valley_%28saif_ul_malook_Lake%29_7.jpg,2
70,3533,https://upload.wikimedia.org/wikipedia/commons/f/f9/A_lake12.jpg,2
386,3849,https://upload.wikimedia.org/wikipedia/commons/4/46/Saifulmaluq.jpg,2
226,3689,https://upload.wikimedia.org/wikipedia/commons/0/0e/Lake_safulmaluk_Pakistan.jpg,2
160,3623,https://upload.wikimedia.org/wikipedia/commons/1/18/Saif_ul_Muluk_-_Crystal_Waters.jpg,2
306,3769,https://upload.wikimedia.org/wikipedia/commons/9/9e/Behind_the_Lake.jpg,2
73,3536,https://upload.wikimedia.org/wikipedia/commons/e/e9/SAif-ul-malook1.JPG,2
382,3845,https://upload.wikimedia.org/wikipedia/commons/6/6f/Jheel_%28Lake%29_Saiful_Muluk_%28222%29.JPG,2
145,3608,https://upload.wikimedia.org/wikipedia/commons/d/d1/Saif_ul_Maluk_4.jpg,2
381,3844,https://upload.wikimedia.org/wikipedia/commons/4/49/Saif-ul-Malook_Lake%2C_Kaghan_Valley.jpg,2
528,3991,https://upload.wikimedia.org/wikipedia/commons/7/72/Lake%2C_Saif-Ul-Malook.jpg,2
185,3648,https://upload.wikimedia.org/wikipedia/commons/4/4c/Scenic_view_Lake_Saif_ul_Maluk_11.jpg,2
469,3932,https://upload.wikimedia.org/wikipedia/commons/f/f9/Naran_%26_kaghan_7.JPG,2
394,3857,https://upload.wikimedia.org/wikipedia/commons/a/a3/Lake_Saiful_Kaghan_Valley_View_1.jpg,2
230,3693,https://upload.wikimedia.org/wikipedia/commons/e/ed/Lake_saif_ul_malook%2Cnaraan%2Cpakistan.JPG,2
149,3612,https://upload.wikimedia.org/wikipedia/commons/2/23/A_%2862%29.JPG,2
251,3714,https://upload.wikimedia.org/wikipedia/commons/2/20/NA17.jpg,2
460,3923,https://upload.wikimedia.org/wikipedia/commons/2/26/Road_to_Lake_Saiful_Muluk.jpg,2
90,3553,https://upload.wikimedia.org/wikipedia/commons/9/94/Saif_Ul_Malook_Lake_2.JPG,2
91,3554,https://upload.wikimedia.org/wikipedia/commons/1/19/Lake_Saiful_Muluk%2C_Naran.JPG,2
272,3735,https://upload.wikimedia.org/wikipedia/commons/5/52/Ahsan_Saif_ul_Maluk.jpg,2
526,3989,https://upload.wikimedia.org/wikipedia/commons/d/d4/SAif-ul-malook.JPG,2
487,3950,https://upload.wikimedia.org/wikipedia/commons/e/e9/Scenic_view_Lake_Saif_ul_Maluk_09.jpg,2
241,3704,https://upload.wikimedia.org/wikipedia/commons/b/b8/Saif_ul_malook_lake.jpg,2
275,3738,https://upload.wikimedia.org/wikipedia/commons/0/0b/Saif_ul_malook11.jpg,2
446,3909,https://upload.wikimedia.org/wikipedia/commons/0/03/11062011400_-_Copy.jpg,2
113,3576,https://upload.wikimedia.org/wikipedia/commons/f/fb/Lake_Saif-ulMuluk.jpg,2
537,4000,https://upload.wikimedia.org/wikipedia/commons/0/0c/Lake_saif_ul_malooks_beauty_is_overwhelming.jpg,2
491,3954,https://upload.wikimedia.org/wikipedia/commons/2/2f/Lake_saif_ul_maluk.1.jpg,2
184,3647,https://upload.wikimedia.org/wikipedia/commons/f/ff/Jheel_saif_ul_malook_18.JPG,2
266,3729,https://upload.wikimedia.org/wikipedia/commons/3/34/Mountains_surrounding_the_Lake_Saif-ul-Maluk.jpg,2
10,3473,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jheel_Saiful_Muluk_%28Naran_Valley%29.JPG,2
57,3520,https://upload.wikimedia.org/wikipedia/commons/3/30/Saif_ul_Malook_4.JPG,2
33,3496,https://upload.wikimedia.org/wikipedia/commons/a/ae/IMG_20170718_131507633_HDR.jpg,2
287,3750,https://upload.wikimedia.org/wikipedia/commons/c/c9/Saif_ul_malook_Naran.jpg,2
257,3720,https://upload.wikimedia.org/wikipedia/commons/9/98/Saif_Ul_Malook_3.jpg,2
534,3997,https://upload.wikimedia.org/wikipedia/commons/5/5d/Lake_Saif-ul-Mulook_2.jpg,2
484,3947,https://upload.wikimedia.org/wikipedia/commons/4/4e/Where_the_land_meets_water.JPG,2
286,3749,https://upload.wikimedia.org/wikipedia/commons/6/65/Saif_ul_malooq_lake.jpg,2
45,3508,https://upload.wikimedia.org/wikipedia/commons/f/f2/Lake_Saiful_Malook%2C_KPK%2C_Pakistan.jpg,2
173,3636,https://upload.wikimedia.org/wikipedia/commons/7/7a/Lake_Saifal_Malook_05.jpg,2
426,3889,https://upload.wikimedia.org/wikipedia/commons/9/90/The_Frozen_Saif_ul_Malook.jpg,2
177,3640,https://upload.wikimedia.org/wikipedia/commons/7/7a/Saifulmulook_4.JPG,2
29,3492,https://upload.wikimedia.org/wikipedia/commons/2/20/Lake_Saif_Ul_Malook%2C_Naran%2C_Kaghan_Valley.JPG,2
261,3724,https://upload.wikimedia.org/wikipedia/commons/7/7d/SHEEP_IN_SAIF_UL_MALOOK.jpg,2
387,3850,https://upload.wikimedia.org/wikipedia/commons/d/d9/Lake_Saifal_Malook_13.jpg,2
412,3875,https://upload.wikimedia.org/wikipedia/commons/b/bc/Lake_Saif_Ul_Malook_4.jpg,2
314,3777,https://upload.wikimedia.org/wikipedia/commons/5/5f/Lake_Saif-ul-Malook_b14.JPG,2
422,3885,https://upload.wikimedia.org/wikipedia/commons/f/f6/IMG_4287---IMG_4292.jpg,2
385,3848,https://upload.wikimedia.org/wikipedia/commons/c/ca/The_wide_angle_view_of_Lake_saif-ul-malook.JPG,2
25,3488,https://upload.wikimedia.org/wikipedia/commons/3/37/Saif_Ul_Malooq_lake_naran.jpg,2
389,3852,https://upload.wikimedia.org/wikipedia/commons/4/43/Lake_Saiful_Maluk_from_backside.jpg,2
65,3528,https://upload.wikimedia.org/wikipedia/commons/a/a5/Scenic_view_Lake_Saif_ul_Maluk_10.jpg,2
121,3584,https://upload.wikimedia.org/wikipedia/commons/4/45/Saif_ul_Maluk_with_Mountains.jpg,2
378,3841,https://upload.wikimedia.org/wikipedia/commons/7/73/Saif_ul_Malook_Jheel.jpg,2
277,3740,https://upload.wikimedia.org/wikipedia/commons/a/a1/Our_Trip_to_SaifulMalook_06.jpg,2
413,3876,https://upload.wikimedia.org/wikipedia/commons/5/58/SAIF_UL_MALOOK_LAKE_KAGHAN_VALLEY_KPK_PAKISTAN_SAIFULMALOOK_SAIF-UL-MALOOK.jpg,2
