,0,1,2
263,86290,https://upload.wikimedia.org/wikipedia/commons/7/77/Ellora_Caves_02.jpg,92
101,86128,https://upload.wikimedia.org/wikipedia/commons/7/70/ElloreCave.jpg,92
344,86371,https://upload.wikimedia.org/wikipedia/commons/a/a2/Gaja_Maha_Lakshmi_Ellora.jpg,92
30,86057,https://upload.wikimedia.org/wikipedia/commons/1/1b/Relief_works_at_Indra_Sabha_temple%2C_Ellora_Jainism_caves%2C_Yadava_dynasty_period.jpg,92
271,86298,https://upload.wikimedia.org/wikipedia/commons/b/b4/Langur-Endangered_Species.jpg,92
329,86356,https://upload.wikimedia.org/wikipedia/commons/e/e3/Ellora_Caves_20180920_113859.jpg,92
501,86528,https://upload.wikimedia.org/wikipedia/commons/6/69/Ellora_Caves_-_panoramio_%2879%29.jpg,92
527,86554,https://upload.wikimedia.org/wikipedia/commons/a/a5/Ellora_Caves_-_panoramio_%2812%29.jpg,92
236,86263,https://upload.wikimedia.org/wikipedia/commons/0/0f/Ellora_Caves_137.jpg,92
374,86401,https://upload.wikimedia.org/wikipedia/commons/4/45/Ellora_Caves_67.jpg,92
242,86269,https://upload.wikimedia.org/wikipedia/commons/9/93/Ellora_Caves_20180920_113823.jpg,92
251,86278,https://upload.wikimedia.org/wikipedia/commons/f/f3/Kubera_Ellora_Cave_32.jpg,92
391,86418,https://upload.wikimedia.org/wikipedia/commons/d/d4/Ellora_Caves_-_panoramio_%28102%29.jpg,92
361,86388,https://upload.wikimedia.org/wikipedia/commons/e/e5/Konkan_20180920_112837.jpg,92
510,86537,https://upload.wikimedia.org/wikipedia/commons/3/3f/Ellora_Caves_76.jpg,92
120,86147,https://upload.wikimedia.org/wikipedia/commons/8/8d/Ellora_Caves_20180920_114153.jpg,92
21,86048,https://upload.wikimedia.org/wikipedia/commons/0/03/Ellora_Caves_-_panoramio_%2874%29.jpg,92
517,86544,https://upload.wikimedia.org/wikipedia/commons/9/96/Ellora_Caves_-_panoramio_%28133%29.jpg,92
252,86279,https://upload.wikimedia.org/wikipedia/commons/0/0c/Ellora-Aurangabad.jpg,92
15,86042,https://upload.wikimedia.org/wikipedia/commons/c/c0/ElloraG042.jpg,92
45,86072,https://upload.wikimedia.org/wikipedia/commons/4/43/Ellora_Caves_-_panoramio_%28100%29.jpg,92
238,86265,https://upload.wikimedia.org/wikipedia/commons/3/34/Ellora_Caves_196.jpg,92
255,86282,https://upload.wikimedia.org/wikipedia/commons/5/57/Ellora_Caves_-_panoramio_%282%29.jpg,92
447,86474,https://upload.wikimedia.org/wikipedia/commons/0/01/Ellora_Caves_183.jpg,92
466,86493,https://upload.wikimedia.org/wikipedia/commons/3/3c/Ellora_Caves%2C_Maharashtra_-_panoramio_%2872%29.jpg,92
348,86375,https://upload.wikimedia.org/wikipedia/commons/1/1a/Ellora_Caves_-_panoramio_%2811%29.jpg,92
275,86302,https://upload.wikimedia.org/wikipedia/commons/0/07/Ellora_Caves%2C_Maharashtra_-_panoramio_%2818%29.jpg,92
53,86080,https://upload.wikimedia.org/wikipedia/commons/5/5c/Ellora_Caves_-_panoramio_%28119%29.jpg,92
479,86506,https://upload.wikimedia.org/wikipedia/commons/9/9b/Ellora_Caves_53.jpg,92
143,86170,https://upload.wikimedia.org/wikipedia/commons/7/7a/Ellora_Caves_Temple.jpg,92
146,86173,https://upload.wikimedia.org/wikipedia/commons/f/f1/Ancient_Architecture_Of_Ellora.jpg,92
85,86112,https://upload.wikimedia.org/wikipedia/commons/0/02/Ellora_Caves_10.jpg,92
476,86503,https://upload.wikimedia.org/wikipedia/commons/9/92/Ellora_Caves_-_panoramio_%2838%29.jpg,92
84,86111,https://upload.wikimedia.org/wikipedia/commons/0/09/Ellora_Caves%2C_Maharashtra_-_panoramio_%2848%29.jpg,92
500,86527,https://upload.wikimedia.org/wikipedia/commons/2/2e/Ellora2016_103.jpg,92
