,0,1,2
1008,1008,https://upload.wikimedia.org/wikipedia/commons/d/da/YR_Field_Education_on_the_River_%2813985945555%29.jpg,0
1178,1178,https://upload.wikimedia.org/wikipedia/commons/b/b1/YR_A_Partnership_in_Cement_%2810711680866%29.jpg,0
1830,1830,https://upload.wikimedia.org/wikipedia/commons/a/a1/YR_An_Altered_Marsh_March_%2826129130106%29.jpg,0
1757,1757,https://upload.wikimedia.org/wikipedia/commons/b/b1/YR_Jingle_Bark_in_the_Park_%2823452030380%29.jpg,0
2140,2140,https://upload.wikimedia.org/wikipedia/commons/6/64/YR_Spring_Break_Adventures_%2813902478102%29.jpg,0
103,103,https://upload.wikimedia.org/wikipedia/commons/f/fc/YR_black_snakes_%2825258417033%29.jpg,0
356,356,https://upload.wikimedia.org/wikipedia/commons/e/e7/YR_Creek_Paddle_%2815299619102%29.jpg,0
2030,2030,https://upload.wikimedia.org/wikipedia/commons/a/a0/YR_A_Final_Seining_Field_Trip_%2822010803470%29.jpg,0
690,690,https://upload.wikimedia.org/wikipedia/commons/e/eb/YR_Baby_Black_Drum_%2819295962722%29.jpg,0
808,808,https://upload.wikimedia.org/wikipedia/commons/e/eb/Img_0027d336946_%2831300246974%29.jpg,0
2258,2258,https://upload.wikimedia.org/wikipedia/commons/4/46/YCC_Ladies_in_Predator_Prey_game_%285904532043%29_%282%29.jpg,0
137,137,https://upload.wikimedia.org/wikipedia/commons/6/6c/YR_Spring_into_Fossils_%2825688416530%29.jpg,0
2202,2202,https://upload.wikimedia.org/wikipedia/commons/5/50/Hunter_on_the_Trail_%285182590394%29.jpg,0
2125,2125,https://upload.wikimedia.org/wikipedia/commons/7/72/YR-YCC_with_helpful_rangers_%285934505120%29_%282%29.jpg,0
1235,1235,https://upload.wikimedia.org/wikipedia/commons/3/36/YR_YCC_Graduation_with_%22Woodrow%22_%2819669551741%29.jpg,0
2502,2502,https://upload.wikimedia.org/wikipedia/commons/7/74/YR_Three_Rivers_Three_%2816293109226%29.jpg,0
1808,1808,https://upload.wikimedia.org/wikipedia/commons/0/0d/YR_An_Osprey%27s_First_Flight_%2814475139498%29.jpg,0
1475,1475,https://upload.wikimedia.org/wikipedia/commons/9/95/Colorful_curve_%286306305755%29.jpg,0
1222,1222,https://upload.wikimedia.org/wikipedia/commons/8/86/The_new_trail_%287243076158%29.jpg,0
154,154,https://upload.wikimedia.org/wikipedia/commons/6/67/YR_Marsh_March_-4_%2826235498195%29.jpg,0
2622,2622,https://upload.wikimedia.org/wikipedia/commons/0/0e/YR_Not_your_average_Fossil_Frenzy_%2826948519950%29.jpg,0
1421,1421,https://upload.wikimedia.org/wikipedia/commons/1/11/Ranger_Ryan_on_the_job_%287597992950%29.jpg,0
909,909,https://upload.wikimedia.org/wikipedia/commons/a/a2/YR_Shirt_designers_%2814812913006%29.jpg,0
118,118,https://upload.wikimedia.org/wikipedia/commons/6/65/YR_Watermelon_Paddle_%2820990519621%29.jpg,0
131,131,https://upload.wikimedia.org/wikipedia/commons/0/08/Croaker_in_black_and_white_%286516970683%29.jpg,0
947,947,https://upload.wikimedia.org/wikipedia/commons/1/1f/Information_along_the_trail_%287831402416%29.jpg,0
1525,1525,https://upload.wikimedia.org/wikipedia/commons/6/6d/YR_Estuaries_Day_%26_5K_Race_%2815045207585%29.jpg,0
1225,1225,https://upload.wikimedia.org/wikipedia/commons/9/93/YR_Scared_Eagle_Island_Paddle_%2819618033320%29.jpg,0
2366,2366,https://upload.wikimedia.org/wikipedia/commons/a/a1/YR_IMG_2940_%289596777761%29.jpg,0
1913,1913,https://upload.wikimedia.org/wikipedia/commons/6/6a/YR_Field_Education_on_the_River_%2814168019041%29.jpg,0
1351,1351,https://upload.wikimedia.org/wikipedia/commons/8/88/YR_Our_First_Tyke_Hikers_%2816287683783%29.jpg,0
331,331,https://upload.wikimedia.org/wikipedia/commons/9/9c/Scott_Deane_giving_directions_%286029249465%29.jpg,0
2446,2446,https://upload.wikimedia.org/wikipedia/commons/8/8b/YR_Junior_Rangers_Surf_%26_Turf_%2819922054284%29.jpg,0
654,654,https://upload.wikimedia.org/wikipedia/commons/4/40/Nancy_Heltman_with_a_YCC_Supervisor_%287583990306%29.jpg,0
1513,1513,https://upload.wikimedia.org/wikipedia/commons/9/96/On_the_stretch_%289601416804%29.jpg,0
835,835,https://upload.wikimedia.org/wikipedia/commons/e/e7/YR_Fossil_Beach_After_the_Hurricane_%2821946410966%29.jpg,0
231,231,https://upload.wikimedia.org/wikipedia/commons/7/7a/Sweet_Gum_Changing_Colors_%286299770302%29.jpg,0
2172,2172,https://upload.wikimedia.org/wikipedia/commons/b/bc/In_Position_%286789933103%29.jpg,0
417,417,https://upload.wikimedia.org/wikipedia/commons/f/fe/YR_Veterans_Day_Taskinas_Trek_%2822949247895%29.jpg,0
2495,2495,https://upload.wikimedia.org/wikipedia/commons/b/b5/YR_A_Busy_Day_for_Fossils_%2826025464622%29.jpg,0
1739,1739,https://upload.wikimedia.org/wikipedia/commons/6/65/Paddleboats_and_colors_%286350828152%29.jpg,0
